sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
127,2/25/20,45,"[38.0, 32.0, 26.0, 22.0, 18.0, 18.0, 14.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[6.0, 6.0, 4.0, 4.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.966666667,14.1,9 days
128,2/24/20,30,"[25.0, 25.0, 23.0, 23.0, 17.0, 17.0, 8.0, 8.0, 2.0, 0.0, -2.0, -6.0, -8.0, -14.0, -14.0, -14.0, -16.0, -16.0, -16.0, -16.0, -16.0, -18.0, -18.0, -18.0, -18.0, -18.0, -20.0, -20.0, -20.0, -22.0]","[0.0, 2.0, 0.0, 6.0, 0.0, 9.0, 0.0, 6.0, 2.0, 2.0, 4.0, 2.0, 6.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0]",1.566666667,-5.4,8 days
129,2/24/20,78,"[59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 53.0, 44.0, 23.0, 23.0, 20.0, 11.0, 4.0, 4.0, 4.0, 4.0, 4.0, -3.0, -16.0, -22.0, -40.0, -56.0, -56.0, -58.0, -58.0, -58.0, -58.0, -58.0, -58.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 9.0, 21.0, 0.0, 3.0, 9.0, 7.0, 0.0, 0.0, 0.0, 0.0, 7.0, 13.0, 6.0, 18.0, 16.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.9,2.2,8 days
130,2/24/20,79,"[26.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 17.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, -4.0, -8.0, -24.0, -28.0, -38.0, -39.0, -39.0, -40.0, -40.0, -40.0, -40.0, -40.0, -40.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 7.0, 11.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 7.0, 4.0, 16.0, 4.0, 10.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.2,-6.233333333,8 days
131,3/4/20,44,"[-10.0, -10.0, -10.0, -11.0, -11.0, 33.0, 33.0, 33.0, 18.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.666666667,12.5,14 days
132,2/28/20,41,"[24.0, 21.0, 20.0, 20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 17.0, 17.0, 17.0, 17.0, 15.0, 15.0, 15.0, 13.0, 13.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 11.0, 10.0, 8.0, 1.0]","[3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 7.0, 4.0]",0.9,15.33333333,16 days
133,3/5/20,84,"[-2.0, -4.0, -11.0, -12.0, -13.0, -13.0, 67.0, 64.0, 61.0, 45.0, 44.0, 43.0, 39.0, 33.0, 29.0, 28.0, 27.0, 26.0, 25.0, 12.0, 9.0, 7.0, 2.0, 1.0, -1.0, -3.0, -6.0, -6.0, -8.0, -10.0]","[2.0, 7.0, 1.0, 1.0, 0.0, 4.0, 3.0, 3.0, 16.0, 1.0, 1.0, 4.0, 6.0, 4.0, 1.0, 1.0, 1.0, 1.0, 13.0, 3.0, 2.0, 5.0, 1.0, 2.0, 2.0, 3.0, 0.0, 2.0, 2.0, 1.0]",3.1,15.76666667,15 days
134,3/1/20,73,"[2.0, 2.0, 75.0, 69.0, 61.0, 61.0, 53.0, 52.0, 46.0, 41.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 37.0, 37.0, 34.0, 34.0, 34.0, 34.0]","[0.0, 0.0, 6.0, 8.0, 0.0, 8.0, 1.0, 6.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]",1.366666667,40.6,14 days
135,3/19/20,52,"[17.0, 14.0, 14.0, 12.0, 9.0, 7.0, 5.0, 3.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -4.0, -4.0, 46.0, 44.0, 44.0, 44.0, 42.0, 42.0, 42.0, 42.0, 40.0, 40.0]","[3.0, 0.0, 2.0, 3.0, 2.0, 2.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]",0.966666667,15.96666667,22 days
136,2/24/20,32,"[31.0, 31.0, 31.0, 31.0, 31.0, 26.0, 24.0, 22.0, 18.0, 12.0, 8.0, 5.0, 3.0, -1.0, -4.0, -6.0, -6.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0]","[0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 4.0, 6.0, 4.0, 3.0, 2.0, 4.0, 3.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.366666667,4.633333333,8 days
137,2/27/20,12,"[7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -2.0, -6.0, -7.0, -9.0, -10.0, -14.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 1.0, 2.0, 1.0, 4.0, 3.0]",0.8,0.3,10 days
138,2/29/20,45,"[-3.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 38.0, 34.0, 31.0, 25.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 4.0, 3.0, 6.0, 2.0]",0.633333333,39.16666667,6 days
139,2/28/20,30,"[25.0, -1.0, -1.0, -1.0, -1.0, -1.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0]","[26.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9,-0.933333333,16 days
140,3/4/20,86,"[-6.0, -6.0, -12.0, -18.0, -18.0, 63.0, 58.0, 58.0, 53.0, 52.0, 52.0, 42.0, 42.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 32.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 18.0, 18.0, 18.0]","[0.0, 6.0, 6.0, 0.0, 5.0, 5.0, 0.0, 5.0, 1.0, 0.0, 10.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0]",2.066666667,27.86666667,14 days
141,2/27/20,3,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, -1.0, -1.0, -3.0, -3.0, -3.0, -3.0, -4.0, -8.0, -8.0, -8.0, -8.0, -10.0, -10.0, -10.0, -12.0, -12.0, -14.0, -16.0, -17.0, -17.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0]",0.666666667,-4.666666667,11 days
142,3/4/20,122,"[0.0, 0.0, 0.0, 0.0, 0.0, 121.0, 113.0, 111.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 96.0, 90.0, 90.0, 90.0, 90.0, 90.0, 79.0, 69.0, 67.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 8.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 11.0, 10.0, 2.0, 0.0]",1.833333333,81.06666667,14 days
143,2/25/20,17,"[17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 15.0, 11.0, 7.0, 3.0, -3.0, -9.0, -21.0, -25.0, -35.0, -45.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 4.0, 4.0, 6.0, 6.0, 12.0, 4.0, 10.0, 10.0, 2.0]",2.133333333,7.933333333,9 days
144,2/23/20,39,"[40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 34.0, 28.0, 24.0, 24.0, 22.0, 12.0, 4.0, -2.0, -12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 6.0, 4.0, 0.0, 2.0, 10.0, 8.0, 6.0, 10.0, 6.0]",1.933333333,32.46666667,14 days
145,3/20/20,132,"[0.0, 0.0, 0.0, 0.0, -1.0, -8.0, -11.0, -23.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -34.0, -44.0, -49.0, -49.0, 83.0, 71.0, 67.0, 61.0, 55.0, 47.0, 32.0, 28.0, 22.0]","[0.0, 0.0, 0.0, 1.0, 7.0, 3.0, 12.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 5.0, 0.0, 0.0, 12.0, 4.0, 6.0, 6.0, 8.0, 15.0, 4.0, 6.0, 5.0]",3.833333333,-0.766666667,23 days
146,3/24/20,189,"[38.0, 37.0, 35.0, 34.0, 34.0, 22.0, 22.0, 21.0, 21.0, 18.0, 16.0, 15.0, 12.0, 12.0, 12.0, 12.0, 8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 5.0, 2.0, 1.0, 123.0, 122.0, 120.0, 119.0, 116.0]","[1.0, 2.0, 1.0, 0.0, 12.0, 0.0, 1.0, 0.0, 3.0, 2.0, 1.0, 3.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0, 1.0, 67.0, 1.0, 2.0, 1.0, 3.0, 2.0]",3.766666667,33.8,30 days
147,3/9/20,79,"[-41.0, -52.0, -55.0, -55.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 20.0, 20.0, 17.0, 16.0, 5.0, 4.0]","[11.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 1.0, 11.0, 1.0, 1.0]",1.166666667,-4.5,14 days
148,2/29/20,30,"[-1.0, 10.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[19.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,-0.6,5 days
149,2/23/20,156,"[61.0, 47.0, 47.0, 46.0, 44.0, 44.0, 43.0, 42.0, 42.0, 41.0, 38.0, 38.0, 36.0, 35.0, 34.0, 33.0, 33.0, 30.0, 29.0, 29.0, 26.0, 20.0, 17.0, 5.0, 2.0, -6.0, -19.0, -28.0, -28.0, -43.0]","[14.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0, 0.0, 2.0, 1.0, 1.0, 1.0, 0.0, 3.0, 1.0, 0.0, 3.0, 6.0, 3.0, 12.0, 3.0, 8.0, 13.0, 9.0, 0.0, 15.0, 20.0]",4.133333333,24.6,17 days
150,2/22/20,40,"[68.0, 68.0, 66.0, 66.0, 62.0, 52.0, 52.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 44.0, 35.0, 25.0, 25.0, 25.0, 25.0, 24.0, 24.0, 24.0, 17.0, 14.0, 11.0, 8.0, 8.0, -1.0]","[0.0, 2.0, 0.0, 4.0, 10.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 9.0, 10.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 7.0, 3.0, 3.0, 3.0, 0.0, 9.0, 0.0]",2.3,38.06666667,12 days
151,2/26/20,66,"[69.0, 68.0, 64.0, 60.0, 56.0, 53.0, 44.0, 39.0, 32.0, 31.0, 26.0, 18.0, 15.0, 15.0, 10.0, 8.0, 7.0, -3.0, -7.0, -10.0, -12.0, -15.0, -17.0, -20.0, -24.0, -28.0, -28.0, -31.0, -34.0, -36.0]","[1.0, 4.0, 4.0, 4.0, 3.0, 9.0, 5.0, 7.0, 1.0, 5.0, 8.0, 3.0, 0.0, 5.0, 2.0, 1.0, 10.0, 4.0, 3.0, 2.0, 3.0, 2.0, 3.0, 4.0, 4.0, 0.0, 3.0, 3.0, 2.0, 0.0]",3.5,11.66666667,9 days
152,2/27/20,50,"[70.0, 69.0, 68.0, 68.0, 67.0, 65.0, 64.0, 63.0, 62.0, 61.0, 61.0, 60.0, 60.0, 57.0, 57.0, 55.0, 55.0, 52.0, 47.0, 47.0, 45.0, 44.0, 44.0, 44.0, 43.0, 43.0, 42.0, 42.0, 42.0, 42.0]","[1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 3.0, 5.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.933333333,54.63333333,7 days
153,2/24/20,23,"[25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 23.0, 19.0, 19.0, 16.0, 12.0, 10.0, 8.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 3.0, 4.0, 2.0, 2.0, 2.0]",0.633333333,22,18 days
154,2/29/20,17,"[0.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 16.0, 15.0, 14.0, 11.0, 6.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 5.0, 4.0, 1.0, 0.0]",0.533333333,14.6,5 days
155,2/13/20,29,"[26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 24.0, 23.0, 20.0, 16.0, 12.0, 8.0, 7.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 3.0, 4.0, 4.0, 4.0, 1.0, 1.0, 0.0]",0.666666667,22.93333333,7 days
156,3/10/20,73,"[35.0, 35.0, 33.0, 33.0, 32.0, 32.0, 31.0, 30.0, 27.0, 25.0, 25.0, 96.0, 96.0, 94.0, 94.0, 93.0, 57.0, 56.0, 50.0, 50.0, 48.0, 46.0, 45.0, 43.0, 42.0, 41.0, 41.0, 41.0, 41.0, 41.0]","[0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 3.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 36.0, 1.0, 6.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",2.266666667,48.43333333,30 days
157,3/24/20,28,"[0.0, 0.0, 0.0, 0.0, -3.0, -5.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -11.0, -12.0, -14.0, -16.0, -18.0, -18.0, 7.0, 7.0, 4.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 3.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 3.0, 0.0, 3.0, 1.0, 1.0, 0.0]",0.866666667,-6.8,30 days
158,2/20/20,33,"[20.0, 14.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.0, 8.0, 8.0, 5.0, 5.0, 5.0, 5.0, -1.0, -2.0]","[6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 6.0, 1.0, 4.0]",0.866666667,9.8,10 days
159,2/19/20,30,"[19.0, 17.0, 13.0, 11.0, 8.0, 6.0, 6.0, 4.0, 3.0, 2.0, 1.0, -1.0, -1.0, -1.0, -1.0, -2.0, -2.0, -6.0, -6.0, -6.0, -6.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -9.0]","[2.0, 4.0, 2.0, 3.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.933333333,-0.5,9 days
160,2/29/20,47,"[4.0, 50.0, 48.0, 43.0, 43.0, 30.0, 28.0, 26.0, 25.0, 21.0, 19.0, 19.0, 19.0, 19.0, 19.0, 16.0, 13.0, 13.0, 10.0, -1.0, -1.0, -1.0, -2.0, -2.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]","[1.0, 2.0, 5.0, 0.0, 13.0, 2.0, 2.0, 1.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 0.0, 3.0, 11.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.866666667,14.26666667,5 days
161,2/28/20,71,"[101.0, 97.0, 91.0, 86.0, 77.0, 71.0, 67.0, 65.0, 51.0, 49.0, 47.0, 44.0, 40.0, 35.0, 31.0, 25.0, 22.0, 20.0, 14.0, -2.0, -5.0, -12.0, -16.0, -25.0, -25.0, -32.0, -34.0, -35.0, -38.0, -40.0]","[4.0, 6.0, 5.0, 9.0, 6.0, 4.0, 2.0, 14.0, 2.0, 2.0, 3.0, 4.0, 5.0, 4.0, 6.0, 3.0, 2.0, 6.0, 16.0, 3.0, 7.0, 4.0, 9.0, 0.0, 7.0, 2.0, 1.0, 3.0, 2.0, 8.0]",4.966666667,25.63333333,4 days
162,2/29/20,45,"[-11.0, 34.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 29.0, 22.0, 13.0, -4.0, -4.0, -11.0, -11.0, -29.0, -36.0]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 7.0, 9.0, 17.0, 0.0, 7.0, 0.0, 18.0, 7.0, 6.0]",2.533333333,20,5 days
163,2/27/20,14,"[11.0, 9.0, 9.0, 9.0, 8.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -3.0, -3.0, -4.0, -6.0, -6.0, -8.0, -8.0, -8.0, -12.0, -13.0, -13.0, -13.0, -15.0, -16.0]","[2.0, 0.0, 0.0, 1.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.0]",0.933333333,-2.566666667,10 days
164,3/13/20,117,"[23.0, 20.0, 12.0, 10.0, 3.0, 2.0, -4.0, -10.0, -14.0, -25.0, -27.0, -31.0, -37.0, -37.0, 74.0, 70.0, 68.0, 63.0, 61.0, 59.0, 57.0, 52.0, 50.0, 50.0, 50.0, 50.0, 50.0, 46.0, 46.0, 43.0]","[3.0, 8.0, 2.0, 7.0, 1.0, 6.0, 6.0, 4.0, 11.0, 2.0, 4.0, 6.0, 0.0, 6.0, 4.0, 2.0, 5.0, 2.0, 2.0, 2.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 0.0]",3.233333333,25.8,26 days
165,2/26/20,66,"[70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 66.0, 46.0, 34.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 16.0, 10.0, -6.0, -8.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 20.0, 12.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 6.0, 16.0, 2.0, 10.0]",2.933333333,39.86666667,7 days
166,3/11/20,60,"[2.0, 2.0, -19.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, 17.0, 17.0, 17.0, 17.0, 14.0, -4.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -16.0, -27.0]","[0.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 3.0, 18.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 11.0, 0.0]",2.966666667,-7.333333333,14 days
167,3/3/20,69,"[2.0, 2.0, 2.0, 2.0, 48.0, 47.0, 47.0, 47.0, 47.0, 47.0, 23.0, 23.0, 23.0, 23.0, 23.0, -21.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -47.0, -49.0, -49.0, -49.0]","[0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 44.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 2.0, 0.0, 0.0, 0.0]",4,-1.966666667,13 days
168,2/26/20,56,"[59.0, 59.0, 57.0, 56.0, 43.0, 41.0, 41.0, 35.0, 34.0, 34.0, 28.0, 27.0, 27.0, 27.0, 22.0, 22.0, 19.0, 18.0, 18.0, 17.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 13.0]","[0.0, 2.0, 1.0, 13.0, 2.0, 0.0, 6.0, 1.0, 0.0, 6.0, 1.0, 0.0, 0.0, 5.0, 0.0, 3.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0]",1.666666667,27.73333333,9 days
