sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
44,4/13/20,59,"[1, 0.0, -1.0, -2.0, -13.0, -19.0, -24.0, -28.0, -32.0, -34.0, -44.0, -52.0, -62.0, -65.0, -66.0, -9.0, -9.0, -9.0, -10.0, -11.0, -16.0, -22.0, -28.0, -31.0, -31.0, -31.0, -31.0, -31.0, -31.0, -31.0, -31.0, -31.0]","[1.0, 1.0, 1.0, 11.0, 6.0, 5.0, 4.0, 4.0, 2.0, 10.0, 8.0, 10.0, 3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 5.0, 6.0, 6.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.935483871,-26.0625,14 days,14
45,4/3/20,74,"[3.0, 3.0, 3.0, 3.0, 3.0, 75.0, 75.0, 71.0, 66.0, 66.0, 60.0, 58.0, 58.0, 44.0, 44.0, 44.0, 42.0, 40.0, 40.0, 35.0, 33.0, 30.0, 30.0, 30.0, 30.0, 30.0, 26.0, 26.0, 24.0, 21.0, 21.0, 17.0]","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 5.0, 0.0, 6.0, 2.0, 0.0, 14.0, 0.0, 0.0, 2.0, 2.0, 0.0, 5.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 3.0, 0.0, 4.0]",1.935483871,35.96875,6 days,6
46,4/3/20,74,"[3.0, 3.0, 3.0, 3.0, 3.0, 75.0, 75.0, 71.0, 66.0, 66.0, 60.0, 58.0, 58.0, 44.0, 44.0, 44.0, 42.0, 40.0, 40.0, 35.0, 33.0, 30.0, 30.0, 30.0, 30.0, 30.0, 26.0, 26.0, 24.0, 21.0, 21.0, 17.0]","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 5.0, 0.0, 6.0, 2.0, 0.0, 14.0, 0.0, 0.0, 2.0, 2.0, 0.0, 5.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 3.0, 0.0, 4.0]",1.935483871,35.96875,6 days,6
47,4/13/20,168,"[40.0, 40.0, 34.0, 32.0, 20.0, 20.0, 20.0, 20.0, 15.0, 15.0, 13.0, 5.0, 5.0, -9.0, -9.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 159.0, 157.0, 157.0, 157.0, 157.0, 157.0, 157.0, 157.0]","[0.0, 6.0, 2.0, 12.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 8.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.64516129,92.1875,15 days,15
48,4/5/20,65,"[39, 37.0, 31.0, 26.0, 15.0, 11.0, 3.0, 68.0, 68.0, 68.0, 68.0, 68.0, 67.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]","[2.0, 6.0, 5.0, 11.0, 4.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.225806452,56.96875,6 days,6
49,3/30/20,120,"[0.0, 120.0, 119.0, 119.0, 119.0, 119.0, 118.0, 118.0, 118.0, 118.0, 118.0, 118.0, 115.0, 104.0, 101.0, 97.0, 84.0, 76.0, 69.0, 69.0, 65.0, 56.0, 55.0, 24.0, 20.0, 10.0, 5.0, -4.0, -11.0, -13.0, -14.0, -15.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 11.0, 3.0, 4.0, 13.0, 8.0, 7.0, 0.0, 4.0, 9.0, 1.0, 31.0, 4.0, 10.0, 5.0, 9.0, 7.0, 2.0, 1.0, 1.0]",4.35483871,68.65625,2 days,2
50,4/1/20,89,"[53.0, 47.0, 40.0, 127.0, 111.0, 110.0, 105.0, 97.0, 94.0, 93.0, 91.0, 87.0, 82.0, 76.0, 73.0, 69.0, 68.0, 63.0, 59.0, 56.0, 52.0, 51.0, 47.0, 46.0, 43.0, 41.0, 39.0, 32.0, 29.0, 26.0, 25.0, 22.0]","[6.0, 7.0, 2.0, 16.0, 1.0, 5.0, 8.0, 3.0, 1.0, 2.0, 4.0, 5.0, 6.0, 3.0, 4.0, 1.0, 5.0, 4.0, 3.0, 4.0, 1.0, 4.0, 1.0, 3.0, 2.0, 2.0, 7.0, 3.0, 3.0, 1.0, 3.0]",3.870967742,64.1875,6 days,6
51,4/16/20,35,"[37.0, 35.0, 34.0, 32.0, 32.0, 31.0, 29.0, 27.0, 27.0, 26.0, 26.0, 22.0, 20.0, 19.0, 17.0, 17.0, 16.0, 15.0, 49.0, 45.0, 45.0, 44.0, 42.0, 42.0, 39.0, 38.0, 33.0, 32.0, 32.0, 31.0, 31.0, 30.0]","[2.0, 1.0, 2.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 4.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 0.0, 3.0, 1.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0]",1.35483871,31.09375,18 days,18
52,4/14/20,23,"[20, 19.0, 17.0, 16.0, 14.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0, 9.0, 9.0, 7.0, 5.0, 25.0, 24.0, 22.0, 20.0, 18.0, 17.0, 14.0, 14.0, 14.0, 14.0, 11.0, 11.0, 10.0, 6.0, 5.0, -1.0]","[1.0, 2.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 4.0, 1.0, 6.0]",1.419354839,13.1875,15 days,15
53,4/2/20,42,"[12.0, 12.0, 12.0, 12.0, 54.0, 53.0, 53.0, 53.0, 53.0, 53.0, 52.0, 50.0, 41.0, 37.0, 37.0, 37.0, 36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 34.0, 32.0, 31.0, 16.0, 14.0, 11.0, 4.0, 1.0, 0.0, -8.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 9.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 15.0, 2.0, 3.0, 7.0, 3.0, 1.0, 8.0]",2,30.21875,15 days,15
54,4/1/20,146,"[22.0, 22.0, 22.0, 166.0, 164.0, 164.0, 164.0, 162.0, 152.0, 150.0, 148.0, 148.0, 142.0, 133.0, 133.0, 124.0, 120.0, 118.0, 112.0, 112.0, 108.0, 102.0, 102.0, 100.0, 92.0, 87.0, 85.0, 83.0, 83.0, 83.0, 83.0, 80.0]","[0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 10.0, 2.0, 2.0, 0.0, 6.0, 9.0, 0.0, 9.0, 4.0, 2.0, 6.0, 0.0, 4.0, 6.0, 0.0, 2.0, 8.0, 5.0, 2.0, 2.0, 0.0, 0.0, 0.0, 3.0]",2.838709677,111.4375,17 days,17
55,4/2/20,48,"[38.0, 38.0, 37.0, 35.0, 80.0, 69.0, 69.0, 67.0, 61.0, 60.0, 59.0, 58.0, 55.0, 54.0, 53.0, 53.0, 52.0, 52.0, 51.0, 50.0, 48.0, 47.0, 47.0, 47.0, 46.0, 46.0, 42.0, 38.0, 38.0, 38.0, 37.0, 37.0]","[0.0, 1.0, 2.0, 3.0, 11.0, 0.0, 2.0, 6.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 4.0, 4.0, 0.0, 0.0, 1.0, 0.0]",1.580645161,50.0625,4 days,4
56,3/31/20,269,"[-105.0, -108.0, 157.0, 152.0, 152.0, 152.0, 152.0, 152.0, 152.0, 152.0, 152.0, 150.0, 146.0, 140.0, 139.0, 132.0, 130.0, 125.0, 118.0, 116.0, 114.0, 106.0, 101.0, 100.0, 100.0, 100.0, 100.0, 100.0, 98.0, 98.0, 97.0, 96.0]","[3.0, 4.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 1.0, 7.0, 2.0, 5.0, 7.0, 2.0, 2.0, 8.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0]",2.193548387,111.4375,30 days,30
57,4/10/20,154,"[17.0, 15.0, 4.0, 0.0, -1.0, -5.0, -5.0, -14.0, -18.0, -25.0, -29.0, -35.0, 112.0, 104.0, 99.0, 95.0, 93.0, 90.0, 85.0, 80.0, 78.0, 75.0, 72.0, 62.0, 60.0, 57.0, 52.0, 52.0, 50.0, 46.0, 42.0, 41.0]","[2.0, 11.0, 4.0, 1.0, 4.0, 0.0, 9.0, 4.0, 7.0, 4.0, 6.0, 7.0, 8.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 2.0, 3.0, 3.0, 10.0, 2.0, 3.0, 5.0, 0.0, 2.0, 4.0, 4.0, 1.0]",4.193548387,42.15625,19 days,19
58,4/2/20,48,"[-6.0, -6.0, -6.0, -9.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 26.0, 11.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 5.0, 2.0, 2.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -10.0]","[0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0]",1.677419355,9.1875,15 days,15
59,4/9/20,147,"[-21.0, -23.0, -31.0, -43.0, -43.0, -49.0, -65.0, -80.0, -92.0, -106.0, -106.0, 29.0, 27.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.0, 12.0, 10.0, 3.0, -1.0, -6.0, -8.0, -14.0, -16.0, -22.0, -25.0, -28.0]","[2.0, 8.0, 12.0, 0.0, 6.0, 16.0, 15.0, 12.0, 14.0, 0.0, 12.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 6.0, 2.0, 7.0, 4.0, 5.0, 2.0, 6.0, 2.0, 6.0, 3.0, 3.0]",4.967741935,-15.78125,15 days,15
60,4/11/20,21,"[17.0, 16.0, 16.0, 16.0, 16.0, 14.0, 14.0, 14.0, 14.0, 12.0, 12.0, 11.0, 10.0, 30.0, 29.0, 29.0, 29.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.870967742,18.21875,20 days,20
61,4/12/20,109,"[118.0, 116.0, 116.0, 115.0, 115.0]","[0.0, 2.0, 0.0, 1.0, 0.0]",0.6,116,8 days,8
62,4/11/20,53,"[27, 15.0, 4.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 52.0, 50.0, 46.0, 44.0, 40.0, 38.0, 38.0, 36.0, 34.0, 30.0, 30.0, 24.0, 24.0, 22.0, 12.0, 7.0, 5.0, 5.0, 5.0]","[12.0, 11.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 2.0, 4.0, 2.0, 0.0, 2.0, 2.0, 4.0, 0.0, 6.0, 0.0, 2.0, 10.0, 5.0, 2.0, 0.0, 0.0]",2.419354839,18.09375,12 days,12
63,4/2/20,4,"[-8.0, -8.0, -8.0, -8.0, -4.0, -4.0, -4.0, -6.0, -6.0, -8.0, -10.0, -10.0, -14.0, -16.0, -18.0, -26.0, -26.0, -26.0, -26.0, -26.0, -28.0, -28.0, -30.0, -30.0, -32.0, -32.0, -36.0, -38.0, -38.0, -38.0, -38.0, -38.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 4.0, 2.0, 2.0, 8.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0]",1.096774194,-20.875,15 days,15
64,4/9/20,47,"[-1.0, -1.0, -1.0, -3.0, -6.0, -7.0, -11.0, -11.0, -11.0, -15.0, -15.0, 32.0, 32.0, 32.0, 32.0, 31.0, 31.0, 30.0, 21.0, 21.0, 17.0, 16.0, 11.0, 11.0, 10.0, 10.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 3.0, 1.0, 4.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 9.0, 0.0, 4.0, 1.0, 5.0, 0.0, 1.0, 0.0, 2.0, 6.0, 2.0, 0.0, 0.0, 0.0]",1.483870968,8.28125,17 days,17
65,4/4/20,22,"[11, 7.0, 7.0, 0.0, -3.0, -8.0, 12.0, 12.0, 12.0, 11.0, 4.0, 4.0, 2.0, 1.0, 0.0, 0.0, -5.0, -6.0, -11.0, -13.0, -15.0, -16.0, -18.0, -21.0, -22.0, -33.0, -33.0, -33.0, -34.0, -34.0, -38.0, -38.0]","[4.0, 0.0, 7.0, 3.0, 5.0, 2.0, 0.0, 0.0, 1.0, 7.0, 0.0, 2.0, 1.0, 1.0, 0.0, 5.0, 1.0, 5.0, 2.0, 2.0, 1.0, 2.0, 3.0, 1.0, 11.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0]",2.290322581,-9.3125,5 days,5
66,3/31/20,67,"[29.0, 29.0, 91.0, 91.0, 91.0, 91.0, 91.0, 88.0, 84.0, 83.0, 83.0, 80.0, 80.0, 77.0, 77.0, 77.0, 77.0, 77.0, 68.0, 68.0, 67.0, 62.0, 62.0, 61.0, 61.0, 60.0, 60.0, 58.0, 55.0, 53.0, 51.0, 51.0]","[0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 0.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 1.0, 5.0, 0.0, 1.0, 0.0, 1.0, 0.0, 2.0, 3.0, 2.0, 2.0, 0.0]",1.451612903,69.78125,5 days,5
67,4/3/20,139,"[63, 56.0, 56.0, 55.0, 49.0, 177.0, 173.0, 172.0, 163.0, 153.0, 147.0, 146.0, 146.0, 142.0, 138.0, 132.0, 129.0, 128.0, 122.0, 116.0, 108.0, 107.0, 104.0, 101.0, 98.0, 95.0, 92.0, 91.0, 89.0, 83.0, 82.0, 80.0]","[7.0, 0.0, 1.0, 6.0, 11.0, 4.0, 1.0, 9.0, 10.0, 6.0, 1.0, 0.0, 4.0, 4.0, 6.0, 3.0, 1.0, 6.0, 6.0, 8.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, 2.0, 6.0, 1.0, 2.0]",3.935483871,112.28125,4 days,4
68,4/14/20,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 6.0, -13.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -24.0, -26.0, -26.0, -26.0, -28.0, -28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 0.0, 0.0, 2.0, 0.0]",1.096774194,-9.5,23 days,23
69,3/30/20,60,"[0.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 58.0, 56.0, 49.0, 47.0, 38.0, 17.0, 3.0, -8.0, -24.0, -57.0, -62.0, -73.0, -76.0, -78.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 7.0, 2.0, 9.0, 21.0, 14.0, 11.0, 16.0, 33.0, 5.0, 11.0, 3.0, 2.0]",4.451612903,28.4375,7 days,7
70,3/30/20,89,"[0.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 87.0, 85.0, 78.0, 76.0, 67.0, 46.0, 32.0, 21.0, 5.0, -28.0, -33.0, -44.0, -47.0, -49.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 7.0, 2.0, 9.0, 21.0, 14.0, 11.0, 16.0, 33.0, 5.0, 11.0, 3.0, 2.0]",4.451612903,56.53125,4 days,4
71,4/8/20,243,"[128.0, 127.0, 123.0, 117.0]","[8.0, 1.0, 4.0, 6.0]",4.75,123.75,5 days,5
72,4/8/20,243,"[128.0, 127.0, 123.0, 117.0]","[8.0, 1.0, 4.0, 6.0]",4.75,123.75,5 days,5
73,4/1/20,86,"[14.0, 12.0, 10.0, 90.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 85.0, 85.0, 83.0, 83.0, 83.0, 76.0, 75.0, 75.0, 74.0, 72.0, 72.0, 72.0, 71.0, 70.0, 63.0, 61.0, 59.0, 57.0, 55.0, 54.0, 53.0]","[2.0, 2.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 7.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 7.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0]",1.516129032,69.59375,5 days,5
74,4/1/20,72,"[9.0, 6.0, 2.0, 62.0, 61.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 56.0, 56.0, 55.0, 52.0, 50.0, 48.0, 46.0, 46.0, 45.0, 45.0, 45.0, 43.0, 43.0, 43.0, 41.0, 39.0, 37.0, 36.0, 30.0, 30.0, 28.0]","[3.0, 4.0, 12.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 2.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 6.0, 0.0, 2.0]",1.709677419,43.625,5 days,5
75,4/3/20,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 38.0, 33.0, 30.0, 27.0, 24.0, 19.0, 15.0, 11.0, 7.0, 2.0, -1.0, -3.0, -7.0, -15.0, -22.0, -23.0, -27.0, -30.0, -32.0, -39.0, -43.0, -48.0, -55.0, -62.0, -67.0, -72.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 3.0, 2.0, 4.0, 8.0, 7.0, 1.0, 4.0, 3.0, 2.0, 7.0, 4.0, 5.0, 7.0, 7.0, 5.0, 5.0]",3.612903226,-9.375,5 days,5
76,3/31/20,36,"[-11.0, -13.0, 23.0, 23.0, 21.0, 21.0, 20.0, 19.0, 19.0, 19.0, 19.0, 18.0, 16.0, 16.0, 14.0, 13.0, 13.0, 12.0, 11.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 7.0, 7.0, 6.0, 6.0, 5.0, 4.0]","[2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0]",0.677419355,11.71875,30 days,30
77,4/5/20,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 40.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 33.0, 32.0, 32.0, 27.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 5.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",0.903225806,21.5625,7 days,7
78,4/5/20,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 40.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 33.0, 32.0, 32.0, 27.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 5.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",0.903225806,21.5625,7 days,7
79,4/5/20,15,"[-2.0, -2.0, -3.0, -3.0, -3.0, -4.0, -5.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 6.0, 6.0, 6.0, 6.0, 6.0, 1.0, 1.0, 0.0, 0.0, 0.0, -5.0, -10.0, -10.0, -10.0, -10.0, -10.0, -17.0, -19.0]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 7.0, 2.0]",1.032258065,-0.5,7 days,7
80,4/1/20,47,"[0.0, 0.0, 0.0, 41.0, 23.0, 13.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -3.0, -10.0, -19.0, -27.0, -32.0, -42.0, -55.0, -61.0, -64.0, -67.0, -67.0, -67.0, -67.0, -67.0, -67.0, -67.0, -67.0]","[0.0, 0.0, 6.0, 18.0, 10.0, 9.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 7.0, 9.0, 8.0, 5.0, 10.0, 13.0, 6.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.677419355,-23.71875,4 days,4
81,3/31/20,44,"[-8.0, -8.0, 36.0, 36.0, 36.0, 33.0, 33.0, 33.0, 32.0, 32.0, 31.0, 31.0, 28.0, 28.0, 26.0, 26.0, 25.0, 24.0, 23.0, 22.0, 21.0, 17.0, 16.0, 16.0, 15.0, 13.0, 11.0, 9.0, 8.0, 7.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0]",1,20.6875,30 days,30
82,4/4/20,45,"[29, 28.0, 27.0, 26.0, 26.0, 25.0, 69.0, 69.0, 69.0, 69.0, 66.0, 62.0, 59.0, 57.0, 55.0, 55.0, 54.0, 54.0, 53.0, 53.0, 53.0, 53.0, 53.0, 51.0, 49.0, 48.0, 48.0, 46.0, 46.0, 46.0, 43.0, 41.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 3.0, 2.0]",1.064516129,49.4375,5 days,5
83,4/4/20,45,"[29, 28.0, 27.0, 26.0, 26.0, 25.0, 69.0, 69.0, 69.0, 69.0, 66.0, 62.0, 59.0, 57.0, 55.0, 55.0, 54.0, 54.0, 53.0, 53.0, 53.0, 53.0, 53.0, 51.0, 49.0, 48.0, 48.0, 46.0, 46.0, 46.0, 43.0, 41.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 3.0, 2.0]",1.064516129,49.4375,5 days,5
84,4/1/20,85,"[29, 24.0, 17.0, 98.0, 92.0, 78.0, 72.0, 64.0, 49.0, 42.0, 38.0, 37.0, 37.0, 37.0, 35.0, 35.0, 35.0, 33.0, 30.0, 24.0, 21.0, 13.0, 4.0, 2.0, 1.0, -1.0, -3.0, -3.0, -4.0, -7.0, -9.0, -10.0]","[5.0, 7.0, 4.0, 6.0, 14.0, 6.0, 8.0, 15.0, 7.0, 4.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 3.0, 6.0, 3.0, 8.0, 9.0, 2.0, 1.0, 2.0, 2.0, 0.0, 1.0, 3.0, 2.0, 1.0]",4,28.4375,2 days,2
85,4/5/20,3,"[6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 3.0, 2.0, 0.0, 0.0, 0.0, -4.0, -4.0, -8.0, -8.0, -12.0, -18.0, -20.0, -22.0, -24.0, -27.0, -29.0, -31.0, -35.0, -35.0, -35.0, -37.0, -43.0, -49.0, -51.0, -51.0, -52.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 4.0, 2.0, 0.0, 0.0, 4.0, 0.0, 4.0, 0.0, 4.0, 6.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 0.0, 0.0, 2.0, 6.0, 6.0, 2.0, 0.0, 1.0]",1.967741935,-17.40625,8 days,8
