,ave_demand,vlt,vlt_num
16975,1.5,4 days,4
16976,0.193548387,30 days,30
16977,0,3 days,3
16978,0.387096774,9 days,9
16979,2.387096774,9 days,9
16980,3.483870968,8 days,8
16981,1.451612903,5 days,5
16982,1.64516129,5 days,5
16983,0.5,7 days,7
16984,3.5,8 days,8
16985,0.096774194,10 days,10
16986,0.225806452,5 days,5
16987,5.516129032,7 days,7
16988,0.387096774,13 days,13
16989,1.903225806,8 days,8
16990,0.419354839,10 days,10
16991,0.290322581,29 days,29
16992,1.677419355,10 days,10
16993,1.709677419,7 days,7
16994,1.677419355,13 days,13
16995,0.35483871,12 days,12
16996,1.193548387,13 days,13
16997,1.096774194,9 days,9
16998,0.387096774,8 days,8
16999,3.677419355,4 days,4
17000,0.064516129,25 days,25
17001,0,15 days,15
17002,4.096774194,7 days,7
17003,0.032258065,6 days,6
17004,1.225806452,5 days,5
17005,1.580645161,7 days,7
17006,0.387096774,4 days,4
17007,2.258064516,9 days,9
17008,1,6 days,6
17009,0.322580645,22 days,22
17010,0.612903226,7 days,7
17011,0.451612903,9 days,9
17012,0.709677419,19 days,19
17013,6.548387097,6 days,6
17014,1.322580645,13 days,13
17015,0.225806452,12 days,12
17016,0.935483871,6 days,6
17017,1.6,3 days,3
17018,0.096774194,6 days,6
17019,0.677419355,10 days,10
17020,0.677419355,5 days,5
17021,1.35483871,8 days,8
17022,1.35483871,15 days,15
17023,0.193548387,29 days,29
17024,1.096774194,9 days,9
17025,0.129032258,20 days,20
17026,0.838709677,5 days,5
17027,1.838709677,15 days,15
17028,0,18 days,18
17029,8.870967742,8 days,8
17030,0.35483871,7 days,7
17031,0.483870968,23 days,23
17032,3.903225806,12 days,12
17033,2.580645161,10 days,10
17034,4.225806452,5 days,5
17035,4.666666667,11 days,11
17036,7,9 days,9
17037,1.333333333,5 days,5
17038,0.35483871,13 days,13
17039,0.806451613,6 days,6
17040,1.35483871,9 days,9
17041,0.806451613,21 days,21
17042,1.677419355,8 days,8
17043,1.225806452,13 days,13
17044,0.161290323,15 days,15
17045,0.129032258,10 days,10
17046,2.096774194,11 days,11
17047,1.451612903,5 days,5
17048,0.419354839,7 days,7
17049,5.161290323,3 days,3
17050,0.516129032,8 days,8
17051,8.451612903,8 days,8
17052,0.35483871,18 days,18
17053,0.096774194,5 days,5
17054,2.322580645,9 days,9
17055,0.193548387,8 days,8
17056,0,51 days,51
17057,0,4 days,4
17058,1.612903226,7 days,7
17059,4.225806452,7 days,7
17060,1.129032258,9 days,9
17061,0.516129032,9 days,9
17062,0,10 days,10
17063,0,7 days,7
17064,0.838709677,4 days,4
17065,0.612903226,9 days,9
17066,0,19 days,19
17067,0,8 days,8
17068,2.35483871,7 days,7
17069,0,17 days,17
17070,0,11 days,11
17071,0.322580645,15 days,15
17072,0,24 days,24
17073,0,22 days,22
17074,0,12 days,12
17075,0,10 days,10
17076,1.161290323,4 days,4
17077,0,12 days,12
17078,1,10 days,10
17079,0.5,3 days,3
17080,1.967741935,4 days,4
17081,0.677419355,12 days,12
17082,0.258064516,5 days,5
17083,1.032258065,6 days,6
17084,0.419354839,13 days,13
17085,0.967741935,6 days,6
17086,0.741935484,6 days,6
17087,0.64516129,9 days,9
17088,0.322580645,31 days,31
17089,1.322580645,8 days,8
17090,0.612903226,10 days,10
17091,25.51612903,12 days,12
17092,0.225806452,9 days,9
17093,0.387096774,9 days,9
17094,0.967741935,6 days,6
17095,13.12903226,15 days,15
17096,1.096774194,17 days,17
17097,0.258064516,9 days,9
17098,0.709677419,7 days,7
17099,0,10 days,10
17100,2.741935484,6 days,6
17101,1.774193548,4 days,4
17102,0.677419355,20 days,20
17103,0.290322581,28 days,28
17104,1.064516129,8 days,8
17105,0.290322581,15 days,15
17106,0,4 days,4
17107,0,14 days,14
17108,2.903225806,12 days,12
17109,1.387096774,4 days,4
17110,0.193548387,24 days,24
17111,0.870967742,9 days,9
17112,0,2 days,2
17113,0,15 days,15
17114,1.35483871,7 days,7
17115,0,12 days,12
17116,0.387096774,9 days,9
17117,1.096774194,11 days,11
17118,1.967741935,8 days,8
17119,0,11 days,11
17120,2.419354839,9 days,9
17121,0,14 days,14
17122,0,14 days,14
17123,0,14 days,14
17124,0.064516129,5 days,5
17125,1.419354839,7 days,7
17126,0.322580645,14 days,14
17127,1.290322581,5 days,5
17128,4.258064516,19 days,19
17129,2.967741935,13 days,13
17130,0.903225806,11 days,11
17131,0.129032258,6 days,6
17132,1.709677419,10 days,10
17133,5.516129032,6 days,6
17134,0.838709677,3 days,3
17135,0.806451613,14 days,14
17136,1.064516129,7 days,7
17137,0.709677419,30 days,30
17138,0.225806452,8 days,8
17139,5.258064516,15 days,15
17140,0.387096774,31 days,31
17141,0.193548387,25 days,25
17142,0.516129032,5 days,5
17143,15.58064516,15 days,15
17144,1.064516129,7 days,7
17145,1.032258065,4 days,4
17146,0,30 days,30
17147,0,9 days,9
17148,0,6 days,6
17149,11.74193548,8 days,8
17150,0,13 days,13
17151,0,10 days,10
17152,1,10 days,10
17153,0,4 days,4
17154,0,3 days,3
17155,0.096774194,13 days,13
17156,0,7 days,7
17157,0,6 days,6
17158,0.5,3 days,3
17159,0,7 days,7
17160,0,5 days,5
17161,2,10 days,10
17162,5,5 days,5
17163,2.666666667,8 days,8
17164,0,6 days,6
17165,0,11 days,11
17166,0,7 days,7
17167,2,8 days,8
17168,1,5 days,5
17169,0,8 days,8
17170,3,7 days,7
17171,0,9 days,9
17172,0,8 days,8
17173,0,8 days,8
17174,0,2 days,2
17175,0,9 days,9
17176,0,9 days,9
17177,0,6 days,6
17178,0.677419355,5 days,5
17179,53.25,13 days,13
17180,0,13 days,13
17181,0,14 days,14
17182,1.75,10 days,10
17183,0,6 days,6
17184,0,11 days,11
17185,0,17 days,17
17186,0,10 days,10
17187,8,5 days,5
17188,4,10 days,10
17189,4.096774194,9 days,9
17190,0.2,8 days,8
17191,1,1 days,1
17192,0,10 days,10
17193,8,6 days,6
17194,0,7 days,7
17195,4,7 days,7
17196,0,6 days,6
17197,0,6 days,6
17198,0,15 days,15
17199,0.129032258,13 days,13
17200,2.5,2 days,2
17201,0,6 days,6
17202,0,6 days,6
17203,0,9 days,9
17204,20.12903226,4 days,4
17205,0,13 days,13
17206,1,11 days,11
17207,2.709677419,15 days,15
17208,0,7 days,7
17209,0.774193548,11 days,11
17210,0.161290323,18 days,18
17211,0.290322581,16 days,16
17212,3.451612903,14 days,14
17213,1.419354839,20 days,20
17214,1.35483871,9 days,9
17215,0.451612903,10 days,10
17216,3.451612903,5 days,5
17217,2.64516129,31 days,31
17218,3.709677419,12 days,12
17219,1.870967742,19 days,19
17220,0.161290323,10 days,10
17221,0.258064516,4 days,4
17222,0.806451613,11 days,11
17223,0.322580645,9 days,9
17224,3.032258065,5 days,5
17225,1.35483871,4 days,4
17226,0.096774194,27 days,27
17227,0.322580645,5 days,5
17228,0.709677419,15 days,15
17229,1.870967742,12 days,12
17230,1.35483871,30 days,30
17231,4.64516129,8 days,8
17232,5.064516129,7 days,7
17233,3.290322581,2 days,2
17234,5.935483871,8 days,8
17235,0.129032258,4 days,4
17236,1.064516129,5 days,5
17237,2.290322581,11 days,11
17238,2.451612903,1 days,1
17239,1.064516129,10 days,10
17240,0.64516129,11 days,11
17241,0.290322581,8 days,8
17242,1.129032258,6 days,6
17243,0.580645161,9 days,9
17244,0.741935484,20 days,20
17245,7.483870968,11 days,11
17246,5.677419355,0 days,0
17247,0.516129032,5 days,5
17248,0.580645161,15 days,15
17249,0,9 days,9
17250,0.870967742,6 days,6
17251,0.580645161,9 days,9
17252,0,30 days,30
17253,0,16 days,16
17254,0.483870968,9 days,9
17255,0,13 days,13
17256,0,8 days,8
17257,17.4516129,6 days,6
17258,0.483870968,11 days,11
17259,0.258064516,8 days,8
17260,0.967741935,4 days,4
17261,0.322580645,7 days,7
17262,1.225806452,4 days,4
17263,0.419354839,8 days,8
17264,0.225806452,6 days,6
17265,1.677419355,9 days,9
17266,0.838709677,8 days,8
17267,0.451612903,9 days,9
17268,1.225806452,5 days,5
17269,0.322580645,22 days,22
17270,0.322580645,7 days,7
17271,1.548387097,8 days,8
17272,0.774193548,9 days,9
17273,0.225806452,24 days,24
17274,1.709677419,5 days,5
17275,4,9 days,9
17276,0.806451613,6 days,6
17277,1.741935484,5 days,5
17278,5.451612903,6 days,6
17279,0.838709677,4 days,4
17280,2.903225806,13 days,13
17281,1.161290323,13 days,13
17282,0.387096774,14 days,14
17283,0.709677419,15 days,15
17284,1.8,11 days,11
17285,1.580645161,11 days,11
17286,0.193548387,11 days,11
17287,2.193548387,2 days,2
17288,2.838709677,8 days,8
17289,0.322580645,17 days,17
17290,0.225806452,8 days,8
17291,0.741935484,7 days,7
17292,1.096774194,5 days,5
17293,1.225806452,8 days,8
17294,0.709677419,11 days,11
17295,0.967741935,8 days,8
17296,0.774193548,8 days,8
17297,2.451612903,2 days,2
17298,1,11 days,11
17299,3.870967742,6 days,6
17300,0.25,16 days,16
17301,1.903225806,5 days,5
17302,0.258064516,7 days,7
17303,0.419354839,8 days,8
17304,0.225806452,5 days,5
17305,0.580645161,10 days,10
17306,3.225806452,18 days,18
17307,1.870967742,15 days,15
17308,7.451612903,10 days,10
17309,0.451612903,7 days,7
17310,0.935483871,8 days,8
17311,1.935483871,5 days,5
17312,0.35483871,9 days,9
17313,0.548387097,8 days,8
17314,1.290322581,8 days,8
17315,0.677419355,9 days,9
17316,3.161290323,19 days,19
17317,0.129032258,8 days,8
17318,2.193548387,10 days,10
17319,0.548387097,8 days,8
17320,0.129032258,27 days,27
17321,0.580645161,12 days,12
17322,0.64516129,15 days,15
17323,0.161290323,6 days,6
17324,1.225806452,8 days,8
17325,4.161290323,7 days,7
17326,0.580645161,9 days,9
17327,0.032258065,7 days,7
17328,2.838709677,4 days,4
17329,4,8 days,8
17330,4.333333333,4 days,4
17331,0.333333333,4 days,4
17332,1.333333333,4 days,4
17333,3.333333333,5 days,5
17334,2.096774194,2 days,2
17335,1.193548387,10 days,10
17336,0.290322581,12 days,12
17337,3.870967742,15 days,15
17338,0.419354839,5 days,5
17339,0.774193548,6 days,6
17340,0.096774194,5 days,5
17341,2.774193548,18 days,18
17342,4.35483871,5 days,5
17343,2,10 days,10
17344,0.032258065,7 days,7
17345,3.161290323,4 days,4
17346,1.387096774,10 days,10
17347,14.87096774,15 days,15
17348,1.741935484,12 days,12
17349,3.258064516,5 days,5
17350,2.290322581,4 days,4
17351,2.774193548,4 days,4
17352,0,10 days,10
17353,0,30 days,30
17354,0.451612903,13 days,13
17355,1.387096774,16 days,16
17356,1.290322581,12 days,12
17357,0.064516129,5 days,5
17358,2.741935484,9 days,9
17359,0.387096774,10 days,10
17360,1.161290323,9 days,9
17361,0.225806452,9 days,9
17362,0.032258065,11 days,11
17363,3.612903226,7 days,7
17364,1.548387097,4 days,4
17365,0.290322581,15 days,15
17366,0.225806452,3 days,3
17367,1.161290323,9 days,9
17368,0.741935484,3 days,3
17369,5.580645161,15 days,15
17370,0.64516129,16 days,16
17371,2.709677419,11 days,11
17372,0.161290323,5 days,5
17373,0.258064516,6 days,6
17374,1.258064516,4 days,4
17375,0.129032258,27 days,27
17376,0.903225806,15 days,15
17377,8.806451613,6 days,6
17378,1.032258065,13 days,13
17379,0.032258065,18 days,18
17380,0.161290323,9 days,9
17381,0.129032258,5 days,5
17382,0,12 days,12
17383,3,11 days,11
17384,1,5 days,5
17385,3.903225806,1 days,1
17386,2.5,4 days,4
17387,0,37 days,37
17388,10,10 days,10
17389,0.5,7 days,7
17390,0,15 days,15
17391,0.64516129,12 days,12
17392,0,12 days,12
17393,3.5,4 days,4
17394,1.516129032,8 days,8
17395,0.064516129,12 days,12
17396,0.967741935,5 days,5
17397,0.064516129,11 days,11
17398,0.322580645,7 days,7
17399,1.967741935,10 days,10
17400,1.870967742,6 days,6
17401,0.709677419,9 days,9
17402,2.483870968,5 days,5
17403,1.35483871,30 days,30
17404,0,10 days,10
17405,0.64516129,11 days,11
17406,0,14 days,14
17407,3.967741935,10 days,10
17408,1.580645161,0 days,0
17409,2.483870968,10 days,10
17410,1.161290323,30 days,30
17411,0.935483871,8 days,8
17412,0.548387097,23 days,23
17413,1.612903226,8 days,8
17414,7.903225806,7 days,7
17415,5.419354839,9 days,9
17416,1,9 days,9
17417,4.612903226,11 days,11
17418,0.838709677,6 days,6
17419,5.774193548,7 days,7
17420,0.129032258,5 days,5
17421,0,4 days,4
17422,1.064516129,24 days,24
17423,10.48387097,6 days,6
17424,0,7 days,7
17425,0.032258065,11 days,11
17426,0.387096774,10 days,10
17427,0,15 days,15
17428,0,7 days,7
17429,0,10 days,10
17430,0,7 days,7
17431,0,10 days,10
17432,0.096774194,8 days,8
17433,4.64516129,10 days,10
17434,1.580645161,10 days,10
17435,5.161290323,11 days,11
17436,1.032258065,2 days,2
17437,2.64516129,8 days,8
17438,0.806451613,9 days,9
17439,0.612903226,18 days,18
17440,0.666666667,11 days,11
17441,1.666666667,6 days,6
17442,6,8 days,8
17443,5.333333333,3 days,3
17444,5.666666667,11 days,11
17445,1.666666667,3 days,3
17446,0.096774194,14 days,14
17447,0.290322581,30 days,30
17448,0,16 days,16
17449,0,5 days,5
17450,2.129032258,12 days,12
17451,0,4 days,4
17452,0,5 days,5
17453,0.64516129,15 days,15
17454,1.322580645,6 days,6
17455,9.903225806,6 days,6
17456,1.709677419,16 days,16
17457,5.225806452,11 days,11
17458,0,12 days,12
17459,0,8 days,8
17460,0.677419355,6 days,6
17461,4.580645161,8 days,8
17462,24.77419355,14 days,14
17463,1.35483871,8 days,8
17464,0.870967742,11 days,11
17465,0.451612903,7 days,7
17466,0.806451613,11 days,11
17467,0.967741935,14 days,14
17468,1.516129032,6 days,6
17469,0.35483871,9 days,9
17470,0.064516129,13 days,13
17471,0.25,6 days,6
17472,1.25,5 days,5
17473,0.193548387,13 days,13
17474,0.290322581,9 days,9
17475,0.838709677,14 days,14
17476,0.193548387,8 days,8
17477,17.22580645,15 days,15
17478,0.129032258,6 days,6
17479,0.580645161,11 days,11
17480,1.5,7 days,7
17481,1.903225806,20 days,20
17482,0,22 days,22
17483,0,8 days,8
17484,6.483870968,15 days,15
17485,3.032258065,7 days,7
17486,1,10 days,10
17487,0,8 days,8
17488,1.258064516,7 days,7
17489,0.709677419,7 days,7
17490,5.258064516,9 days,9
17491,0.451612903,8 days,8
17492,3.096774194,8 days,8
17493,0.129032258,6 days,6
17494,0.387096774,11 days,11
17495,0.903225806,10 days,10
17496,3,6 days,6
17497,0.064516129,8 days,8
17498,0,5 days,5
17499,0.225806452,9 days,9
17500,0.677419355,12 days,12
17501,0.903225806,5 days,5
17502,0,13 days,13
17503,0.580645161,29 days,29
17504,0,14 days,14
17505,0,7 days,7
17506,1.096774194,16 days,16
17507,0.032258065,6 days,6
17508,0,14 days,14
17509,0,5 days,5
17510,0.193548387,7 days,7
17511,0,7 days,7
17512,0,8 days,8
17513,1.161290323,8 days,8
17514,0.741935484,14 days,14
17515,0.903225806,6 days,6
17516,0,5 days,5
17517,1.903225806,11 days,11
17518,2.806451613,9 days,9
17519,2.451612903,12 days,12
17520,4.677419355,9 days,9
17521,3.516129032,6 days,6
17522,5.387096774,7 days,7
17523,0.516129032,18 days,18
17524,0.032258065,14 days,14
17525,0,13 days,13
17526,1,12 days,12
17527,0.419354839,4 days,4
17528,0.35483871,8 days,8
17529,3.290322581,29 days,29
17530,2.870967742,13 days,13
17531,0.35483871,6 days,6
17532,2.096774194,5 days,5
17533,4.967741935,10 days,10
17534,0.096774194,8 days,8
17535,6.64516129,8 days,8
17536,0,27 days,27
17537,2.548387097,13 days,13
17538,1.129032258,7 days,7
17539,0.451612903,51 days,51
17540,2.032258065,8 days,8
17541,2.870967742,8 days,8
17542,9.419354839,6 days,6
17543,1.612903226,23 days,23
17544,0.161290323,5 days,5
17545,0.774193548,6 days,6
17546,5.193548387,6 days,6
17547,7.612903226,11 days,11
17548,12.12903226,6 days,6
17549,0.225806452,8 days,8
17550,0.35483871,5 days,5
17551,8.419354839,13 days,13
17552,2.806451613,8 days,8
17553,1.870967742,7 days,7
17554,0.483870968,12 days,12
17555,2.419354839,13 days,13
17556,0.258064516,5 days,5
17557,0.129032258,27 days,27
17558,5.322580645,22 days,22
17559,4.35483871,15 days,15
17560,0.612903226,8 days,8
17561,0.064516129,19 days,19
17562,0.967741935,10 days,10
17563,0.322580645,18 days,18
17564,0.419354839,13 days,13
17565,0.677419355,14 days,14
17566,0.677419355,15 days,15
17567,0.774193548,4 days,4
17568,0.741935484,18 days,18
17569,0.483870968,18 days,18
17570,1.838709677,10 days,10
17571,0.419354839,5 days,5
17572,9.35483871,10 days,10
17573,0.419354839,5 days,5
17574,1.387096774,2 days,2
17575,0.806451613,15 days,15
17576,0.516129032,11 days,11
17577,3.580645161,47 days,47
17578,8.290322581,8 days,8
17579,3.451612903,10 days,10
17580,0.870967742,6 days,6
17581,0,4 days,4
17582,0,13 days,13
17583,1,11 days,11
17584,0,5 days,5
17585,0.5,3 days,3
17586,0,13 days,13
17587,0,3 days,3
17588,0,7 days,7
17589,10,9 days,9
17590,0.5,10 days,10
17591,0,6 days,6
17592,0.322580645,5 days,5
17593,0,4 days,4
17594,0,6 days,6
17595,0,14 days,14
17596,2.5,7 days,7
17597,0,8 days,8
17598,1,3 days,3
17599,0,7 days,7
17600,11,15 days,15
17601,0,6 days,6
17602,0,8 days,8
17603,0,8 days,8
17604,2.5,10 days,10
17605,1.5,4 days,4
17606,0,16 days,16
17607,2.5,4 days,4
17608,0,8 days,8
17609,0,10 days,10
17610,0,6 days,6
17611,0,7 days,7
17612,0,13 days,13
17613,0,11 days,11
17614,3,4 days,4
17615,0,3 days,3
17616,0.666666667,10 days,10
17617,0,13 days,13
17618,0,14 days,14
17619,0,8 days,8
17620,0,9 days,9
17621,0,15 days,15
17622,0.290322581,30 days,30
17623,2,6 days,6
17624,0,9 days,9
17625,0.35483871,7 days,7
17626,4,13 days,13
17627,6,6 days,6
17628,0,8 days,8
17629,0,6 days,6
17630,28.33333333,8 days,8
17631,0,11 days,11
17632,0,10 days,10
17633,0.5,5 days,5
17634,9,10 days,10
17635,1.2,11 days,11
17636,0,10 days,10
17637,0,5 days,5
17638,1.548387097,6 days,6
17639,0,5 days,5
17640,0,9 days,9
17641,0,6 days,6
17642,0.333333333,6 days,6
17643,4,10 days,10
17644,0.333333333,10 days,10
17645,0.75,12 days,12
17646,3.806451613,30 days,30
17647,0.096774194,8 days,8
17648,0,11 days,11
17649,0.677419355,8 days,8
17650,2,9 days,9
17651,0,30 days,30
17652,5.666666667,1 days,1
17653,0,10 days,10
17654,1.903225806,12 days,12
17655,0.580645161,13 days,13
17656,0.387096774,5 days,5
17657,0.903225806,8 days,8
17658,0.903225806,27 days,27
17659,1.483870968,5 days,5
17660,0.935483871,8 days,8
17661,1.387096774,4 days,4
17662,0.129032258,8 days,8
17663,0,30 days,30
17664,0.483870968,12 days,12
17665,0.387096774,8 days,8
17666,0.483870968,6 days,6
17667,0.677419355,9 days,9
17668,1.161290323,6 days,6
17669,0.064516129,9 days,9
17670,0,14 days,14
17671,0.290322581,9 days,9
17672,1.419354839,21 days,21
17673,0.903225806,4 days,4
17674,0.064516129,8 days,8
17675,1.129032258,8 days,8
17676,0,15 days,15
17677,0.903225806,8 days,8
17678,0.741935484,26 days,26
17679,0.096774194,11 days,11
17680,0.258064516,7 days,7
17681,0.258064516,14 days,14
17682,1.419354839,19 days,19
17683,1.064516129,8 days,8
17684,1.032258065,10 days,10
17685,0.451612903,12 days,12
17686,0.258064516,6 days,6
17687,2.290322581,5 days,5
17688,0.774193548,9 days,9
17689,1.483870968,10 days,10
17690,0.161290323,7 days,7
17691,0.161290323,10 days,10
17692,2.741935484,8 days,8
17693,0.129032258,16 days,16
17694,2.032258065,2 days,2
17695,0,9 days,9
17696,0.774193548,5 days,5
17697,1.548387097,18 days,18
17698,2.677419355,7 days,7
17699,0.451612903,18 days,18
17700,1.709677419,2 days,2
17701,3.35483871,8 days,8
17702,1.516129032,12 days,12
17703,0.387096774,6 days,6
17704,1.35483871,3 days,3
17705,0.322580645,7 days,7
17706,6.451612903,10 days,10
17707,0.838709677,5 days,5
17708,0.258064516,9 days,9
17709,0.580645161,12 days,12
17710,0.193548387,13 days,13
17711,1.483870968,6 days,6
17712,0.419354839,9 days,9
17713,0.064516129,6 days,6
17714,0.64516129,5 days,5
17715,0.193548387,11 days,11
17716,0.806451613,29 days,29
17717,1.64516129,9 days,9
17718,0.741935484,33 days,33
17719,0.419354839,26 days,26
17720,3.096774194,6 days,6
17721,0,8 days,8
17722,0,14 days,14
17723,0,10 days,10
17724,0,10 days,10
17725,0.838709677,13 days,13
17726,0,19 days,19
17727,0.419354839,9 days,9
17728,0.75,8 days,8
17729,0.870967742,33 days,33
17730,2.35483871,8 days,8
17731,0,13 days,13
17732,5.25,10 days,10
17733,0.258064516,10 days,10
17734,0,7 days,7
17735,2.870967742,5 days,5
17736,0.322580645,11 days,11
17737,0.64516129,7 days,7
17738,0.193548387,17 days,17
17739,0.64516129,6 days,6
17740,3.129032258,5 days,5
17741,1.387096774,4 days,4
17742,2.483870968,8 days,8
17743,1.096774194,13 days,13
17744,1.096774194,4 days,4
17745,0,13 days,13
17746,1.903225806,8 days,8
17747,2.35483871,30 days,30
17748,0.064516129,6 days,6
17749,0.032258065,5 days,5
17750,1,14 days,14
17751,3.322580645,9 days,9
17752,1.290322581,5 days,5
17753,2.774193548,9 days,9
17754,6.806451613,13 days,13
17755,1.193548387,12 days,12
17756,0.516129032,5 days,5
17757,0,16 days,16
17758,3.741935484,7 days,7
17759,0.903225806,11 days,11
17760,1.580645161,11 days,11
17761,0.032258065,5 days,5
17762,5,9 days,9
17763,1.666666667,13 days,13
17764,0.333333333,15 days,15
17765,0.838709677,16 days,16
17766,132.2903226,15 days,15
17767,0.064516129,5 days,5
17768,0.290322581,13 days,13
17769,5.64516129,6 days,6
17770,2.193548387,7 days,7
17771,2.935483871,9 days,9
17772,1.064516129,12 days,12
17773,0.774193548,3 days,3
17774,2.161290323,6 days,6
17775,1.774193548,6 days,6
17776,2.225806452,6 days,6
17777,0.032258065,15 days,15
17778,1.161290323,9 days,9
17779,0.032258065,30 days,30
17780,0.290322581,8 days,8
17781,0.806451613,26 days,26
17782,0.096774194,4 days,4
17783,0.483870968,6 days,6
17784,1.032258065,8 days,8
17785,1.258064516,20 days,20
17786,0.870967742,8 days,8
17787,0.322580645,8 days,8
17788,0.967741935,8 days,8
17789,0.451612903,13 days,13
17790,0.677419355,7 days,7
17791,0.161290323,6 days,6
17792,0.483870968,8 days,8
17793,0.677419355,7 days,7
17794,1.903225806,6 days,6
17795,0,11 days,11
17796,0.8,14 days,14
17797,7.4,4 days,4
17798,0.774193548,25 days,25
17799,0.967741935,6 days,6
17800,1.806451613,7 days,7
17801,0.935483871,8 days,8
17802,2.290322581,10 days,10
17803,0.096774194,4 days,4
17804,2.806451613,11 days,11
17805,1.032258065,6 days,6
17806,2.35483871,11 days,11
17807,0.064516129,11 days,11
17808,1.774193548,5 days,5
17809,0.741935484,8 days,8
17810,0.064516129,9 days,9
17811,5.35483871,4 days,4
17812,0.225806452,14 days,14
17813,2.096774194,8 days,8
17814,0.580645161,9 days,9
17815,2.096774194,5 days,5
17816,17.41935484,7 days,7
17817,0.161290323,5 days,5
17818,0.290322581,15 days,15
17819,4.677419355,6 days,6
17820,16.74193548,5 days,5
17821,0.161290323,9 days,9
17822,0.322580645,9 days,9
17823,0.193548387,12 days,12
17824,0.161290323,7 days,7
17825,15.70967742,13 days,13
17826,2.483870968,7 days,7
17827,0.516129032,11 days,11
17828,0.903225806,8 days,8
17829,6.129032258,7 days,7
17830,1.322580645,9 days,9
17831,0.129032258,21 days,21
17832,1.387096774,5 days,5
17833,1.387096774,12 days,12
17834,0,6 days,6
17835,3.677419355,6 days,6
17836,0.258064516,8 days,8
17837,0.5,6 days,6
17838,3.322580645,10 days,10
17839,0,6 days,6
17840,8.741935484,7 days,7
17841,0.258064516,13 days,13
17842,0.35483871,8 days,8
17843,0.580645161,12 days,12
17844,2,7 days,7
17845,0,9 days,9
17846,0.5,5 days,5
17847,0.75,3 days,3
17848,2.25,13 days,13
17849,8.5,4 days,4
17850,5.322580645,5 days,5
17851,0,3 days,3
17852,3.935483871,13 days,13
17853,0.096774194,26 days,26
17854,3.129032258,10 days,10
17855,0.5,12 days,12
17856,0.258064516,11 days,11
17857,0.483870968,11 days,11
17858,3.5,4 days,4
17859,0.032258065,8 days,8
17860,0,16 days,16
17861,0.741935484,8 days,8
17862,0,24 days,24
17863,0,12 days,12
17864,1.935483871,10 days,10
17865,0.322580645,9 days,9
17866,0.064516129,5 days,5
17867,5.612903226,12 days,12
17868,3,11 days,11
17869,1,8 days,8
17870,0.677419355,9 days,9
17871,0,4 days,4
17872,0,8 days,8
17873,2.161290323,12 days,12
17874,0.258064516,7 days,7
17875,0,11 days,11
17876,0.290322581,7 days,7
17877,0,8 days,8
17878,0,13 days,13
17879,0,9 days,9
17880,3.709677419,7 days,7
17881,1.064516129,5 days,5
17882,0.741935484,7 days,7
17883,0,9 days,9
17884,0.580645161,12 days,12
17885,1.064516129,15 days,15
17886,0.096774194,7 days,7
17887,0,13 days,13
17888,0.838709677,17 days,17
17889,0.161290323,14 days,14
17890,0.225806452,5 days,5
17891,0.096774194,11 days,11
17892,80.19354839,9 days,9
17893,17.2,12 days,12
17894,1.4,5 days,5
17895,0,10 days,10
17896,0,22 days,22
17897,0,9 days,9
17898,0.774193548,22 days,22
17899,1.032258065,3 days,3
17900,2.35483871,21 days,21
17901,0,5 days,5
17902,9.161290323,17 days,17
17903,0,8 days,8
17904,0.35483871,8 days,8
17905,1.35483871,8 days,8
17906,1.322580645,14 days,14
17907,0.516129032,5 days,5
17908,0,13 days,13
17909,2.35483871,11 days,11
17910,0.935483871,9 days,9
17911,0,6 days,6
17912,2.35483871,3 days,3
17913,0,9 days,9
17914,0,13 days,13
17915,0.258064516,6 days,6
17916,0.161290323,5 days,5
17917,0.129032258,8 days,8
17918,0.774193548,5 days,5
17919,0.838709677,23 days,23
17920,0.032258065,2 days,2
17921,0.193548387,8 days,8
17922,0.935483871,22 days,22
17923,1,6 days,6
17924,2.333333333,6 days,6
17925,1.290322581,8 days,8
17926,2.032258065,11 days,11
17927,0.064516129,8 days,8
17928,1.064516129,2 days,2
17929,1.709677419,13 days,13
17930,0.096774194,8 days,8
17931,0.580645161,5 days,5
17932,3.35483871,3 days,3
17933,1.35483871,7 days,7
17934,0.903225806,4 days,4
17935,2.903225806,10 days,10
17936,0.903225806,5 days,5
17937,7.548387097,2 days,2
17938,0.096774194,30 days,30
17939,1.129032258,8 days,8
17940,0,10 days,10
17941,2.290322581,6 days,6
17942,0.677419355,4 days,4
17943,1.935483871,11 days,11
17944,0.35483871,9 days,9
17945,0.387096774,8 days,8
17946,1.290322581,8 days,8
17947,0.096774194,10 days,10
17948,1.580645161,7 days,7
17949,3.483870968,6 days,6
17950,0.516129032,6 days,6
17951,4.322580645,5 days,5
17952,0.806451613,13 days,13
17953,8.225806452,6 days,6
17954,2.741935484,8 days,8
17955,0.516129032,18 days,18
17956,2.129032258,10 days,10
17957,1.35483871,7 days,7
17958,0.258064516,10 days,10
17959,6.290322581,9 days,9
17960,2.35483871,9 days,9
17961,0.75,8 days,8
17962,0,7 days,7
17963,4.516129032,11 days,11
17964,5.387096774,27 days,27
17965,0.193548387,14 days,14
17966,0.741935484,11 days,11
17967,0,5 days,5
17968,1.322580645,8 days,8
17969,0.516129032,15 days,15
17970,1.032258065,6 days,6
17971,0,10 days,10
17972,0.064516129,7 days,7
17973,0.096774194,10 days,10
