sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
61,4/21/20,40.036,"[-11.0, -11.0, -11.0, -11.0, -16.0, -16.0, -17.0, -18.0, -20.0, -20.0, -21.0, -23.0, -25.0, -26.0, -29.0, -31.0, -33.0, -33.0, -35.0, -35.0, -36.0, -39.0, -41.0, -2.0, -4.0, -5.0, -5.0, -6.0, -6.0, -6.0, -6.0, -7.0]","[0.0, 0.0, 0.0, 5.0, 0.0, 1.0, 1.0, 2.0, 0.0, 1.0, 2.0, 2.0, 1.0, 3.0, 2.0, 2.0, 0.0, 2.0, 0.0, 1.0, 3.0, 2.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",1.161290323,-18.90625,30 days,30
62,4/28/20,39.715,"[9.0, 6.0, 6.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0, 0.0, 0.0, -3.0, -3.0, -3.0, -5.0, -7.0, -8.0, -8.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -11.0, -12.0, 27.0, 26.0]","[3.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]",0.709677419,-0.59375,30 days,30
63,4/16/20,20.824,"[2.0, 2.0, 1.0, 1.0, -1.0, -3.0, -3.0, -4.0, -5.0, -8.0, -10.0, -10.0, -10.0, -12.0, -12.0, -12.0, -12.0, -14.0, 6.0, 6.0, 5.0, 4.0, 3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 3.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.709677419,-2.46875,18 days,18
64,4/11/20,23.676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 19.0, 19.0, 18.0, 18.0, 17.0, 17.0, 16.0, 16.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0, 7.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0]",0.548387097,8.0625,20 days,20
65,4/21/20,36.001,"[23.0, 23.0, 21.0, 21.0, 21.0, 20.0, 19.0, 18.0, 17.0, 16.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0, 11.0, 10.0, 8.0, 5.0, 5.0, 2.0, 0.0, 36.0, 35.0, 33.0, 33.0, 31.0, 31.0, 29.0, 28.0, 28.0]","[0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 3.0, 0.0, 3.0, 2.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0]",1,18.90625,30 days,30
66,4/12/20,27.112,"[9, 8.0, 7.0, 5.0, 4.0, 2.0, 1.0, 0.0, -3.0, -4.0, -4.0, -5.0, -6.0, -6.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 19.0, 18.0, 5.0, 5.0, 5.0, 5.0]","[1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 13.0, 0.0, 0.0, 0.0]",1,9.875,13 days,13
67,4/4/20,10.452,"[11, 10.0, 8.0, 8.0, 7.0, 7.0, 15.0, 12.0, 12.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 2.0, -6.0, -16.0, -16.0, -16.0, -16.0, -16.0, -17.0, -18.0, -18.0]","[1.0, 2.0, 0.0, 1.0, 0.0, 2.0, 3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 8.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",1.258064516,1,5 days,5
68,4/2/20,53.754,"[-7.0, -15.0, -15.0, -17.0, 33.0, 33.0, 33.0, 29.0, 29.0, 29.0, 28.0, 25.0, 25.0, 24.0, 24.0, 24.0, 23.0, 21.0, 21.0, 21.0, 21.0, 21.0, 18.0, 18.0, 18.0, 18.0, 17.0, 17.0, 17.0, 16.0, 14.0, 14.0]","[8.0, 0.0, 2.0, 3.0, 0.0, 0.0, 4.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0]",1.032258065,18.03125,15 days,15
69,4/4/20,50.418,"[4, 0.0, 0.0, 0.0, -1.0, -1.0, 46.0, 42.0, 42.0, 40.0, 36.0, 35.0, 33.0, 31.0, 31.0, 31.0, 27.0, 26.0, 19.0, 19.0, 15.0, 15.0, 14.0, 13.0, 13.0, 13.0, 13.0, 10.0, 10.0, 8.0, 8.0, 7.0]","[4.0, 0.0, 0.0, 1.0, 0.0, 3.0, 4.0, 0.0, 2.0, 4.0, 1.0, 2.0, 2.0, 0.0, 0.0, 4.0, 1.0, 7.0, 0.0, 4.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 0.0, 2.0, 0.0, 1.0]",1.516129032,18.71875,5 days,5
70,4/5/20,74.469,"[-5.0, -9.0, -13.0, -15.0, -15.0, -15.0, -15.0, 58.0, 56.0, 56.0, 54.0, 52.0, 48.0, 46.0, 46.0, 44.0, 44.0, 44.0, 38.0, 36.0, 30.0, 27.0, 27.0, 25.0, 25.0, 23.0, 21.0, 21.0, 21.0, 21.0, 21.0, 19.0]","[4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 2.0, 4.0, 2.0, 0.0, 2.0, 0.0, 0.0, 6.0, 2.0, 6.0, 3.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0]",1.612903226,25.5,7 days,7
71,4/13/20,16.919,"[19.0, 18.0, 18.0, 16.0, 16.0, 14.0, 14.0, 14.0, 12.0]","[3.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0]",1.111111111,15.66666667,5 days,5
72,3/20/20,9.791,"[-2.0, -5.0, -7.0, -7.0, -7.0, -9.0, -9.0, -13.0, -15.0, -16.0, -16.0, -18.0, -18.0, -18.0, -18.0, -20.0, -20.0, -21.0, -23.0, -24.0, -25.0, -25.0, -25.0, -25.0, -27.0, -27.0, -29.0, -31.0, -32.0, -32.0, -32.0, -32.0]","[3.0, 2.0, 0.0, 0.0, 2.0, 0.0, 4.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0]",0.967741935,-19.625,1 days,1
73,3/28/20,50.525,"[87.0, 85.0, 83.0, 79.0, 69.0, 63.0, 63.0, 57.0, 49.0, 49.0, 45.0, 42.0, 40.0, 38.0, 36.0, 36.0, 36.0, 34.0, 34.0, 32.0, 30.0, 30.0, 30.0, 28.0, 19.0, 17.0, 17.0, 13.0, 6.0, 2.0, 2.0, -8.0]","[2.0, 2.0, 4.0, 10.0, 6.0, 0.0, 6.0, 8.0, 0.0, 4.0, 3.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 2.0, 9.0, 2.0, 0.0, 4.0, 7.0, 4.0, 0.0, 10.0]",3.064516129,38.84375,5 days,5
74,4/7/20,75.109,"[4.0, -2.0, -6.0, -10.0, -12.0, -14.0, -18.0, -25.0, -27.0, 44.0, 42.0, 33.0, 33.0, 26.0, 20.0, 18.0, 18.0, 11.0, 11.0, 10.0, 6.0, 6.0, 6.0, 4.0, -5.0, -8.0, -8.0, -10.0, -13.0, -15.0, -24.0, -24.0]","[6.0, 4.0, 4.0, 2.0, 2.0, 4.0, 7.0, 2.0, 4.0, 2.0, 9.0, 0.0, 7.0, 6.0, 2.0, 0.0, 7.0, 0.0, 1.0, 4.0, 0.0, 0.0, 2.0, 9.0, 3.0, 0.0, 2.0, 3.0, 2.0, 9.0, 0.0]",3.322580645,2.21875,15 days,15
75,3/30/20,46.366,"[-7.0, 37.0, 37.0, 34.0, 32.0, 32.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 19.0, 19.0, 18.0, 17.0, 16.0, 15.0, 12.0, 11.0, 10.0, 8.0, 8.0, 6.0, 4.0, 4.0, 4.0, -3.0, -5.0, -10.0]","[2.0, 0.0, 3.0, 2.0, 0.0, 7.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 7.0, 2.0, 5.0]",1.580645161,16,7 days,7
76,4/4/20,70.613,"[31, 28.0, 24.0, 22.0, 16.0, 14.0, 81.0, 76.0, 72.0, 71.0, 68.0, 64.0, 61.0, 60.0, 59.0, 53.0, 51.0, 50.0, 45.0, 42.0, 41.0, 40.0, 37.0, 33.0, 32.0, 32.0, 31.0, 23.0, 19.0, 16.0, 4.0, 1.0]","[3.0, 4.0, 2.0, 6.0, 2.0, 3.0, 5.0, 4.0, 1.0, 3.0, 4.0, 3.0, 1.0, 1.0, 6.0, 2.0, 1.0, 5.0, 3.0, 1.0, 1.0, 3.0, 4.0, 1.0, 0.0, 1.0, 8.0, 4.0, 3.0, 12.0, 3.0]",3.225806452,40.53125,5 days,5
77,4/27/20,30.26,"[20, 17.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 41.0, 40.0, 39.0]","[3.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",1.1,20.27272727,7 days,7
78,3/30/20,30.34,"[0.0, 30.0, 29.0, 29.0, 27.0, 26.0, 25.0, 20.0, 17.0, 17.0, 17.0, 17.0, 16.0, 15.0, 15.0, 15.0, 15.0, 15.0, 13.0, 12.0, 12.0, 12.0, 12.0, 10.0, 10.0, 10.0, 9.0, 7.0, 6.0, 6.0, 4.0, 4.0]","[0.0, 1.0, 0.0, 2.0, 1.0, 1.0, 5.0, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0]",0.838709677,14.75,7 days,7
79,4/25/20,49.294,"[27, 26.0, 23.0, 20.0, 15.0, 15.0, 64.0, 63.0, 60.0, 58.0, 56.0]","[1.0, 3.0, 3.0, 5.0, 0.0, 0.0, 1.0, 3.0, 2.0, 2.0]",2,38.81818182,5 days,5
80,3/29/20,48.819,"[70.0, 65.0, 62.0, 62.0, 57.0, 49.0, 43.0, 31.0, 31.0, 31.0, 23.0, 22.0, 18.0, 15.0, 14.0, 11.0, 11.0, 9.0, 8.0, 8.0, 8.0, 8.0, 4.0, -3.0, -3.0, -4.0, -6.0, -8.0, -9.0, -11.0, -13.0, -25.0]","[5.0, 3.0, 0.0, 5.0, 8.0, 6.0, 12.0, 0.0, 0.0, 8.0, 1.0, 4.0, 3.0, 1.0, 3.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 4.0, 7.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 12.0]",3.064516129,18.0625,6 days,6
81,4/26/20,76.028,"[10, 6.0, 6.0, 0.0, -2.0, 74.0, 70.0, 70.0, 70.0]","[4.0, 0.0, 6.0, 2.0, 0.0, 4.0, 0.0, 0.0]",2,33.77777778,4 days,4
82,4/23/20,25.696,"[0.0, -3.0, -4.0, -4.0, -4.0, -4.0, 19.0, 17.0, 15.0, 14.0, 13.0, 13.0, 13.0]","[0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0]",0.923076923,6.538461538,11 days,11
83,4/22/20,100.51,"[3.0, -1.0, -5.0, -9.0, -10.0, 88.0, 84.0, 76.0, 70.0, 65.0, 62.0, 56.0, 51.0]","[10.0, 4.0, 4.0, 4.0, 1.0, 2.0, 4.0, 8.0, 6.0, 5.0, 3.0, 6.0, 5.0]",4.769230769,40.76923077,10 days,10
84,4/16/20,54.187,"[17.0, 15.0, 14.0, 13.0, 13.0, 11.0]","[0.0, 2.0, 1.0, 1.0, 0.0, 2.0]",1,13.83333333,11 days,11
85,4/16/20,34.513,"[37.0, 35.0, 34.0, 32.0, 32.0, 31.0, 29.0, 27.0, 27.0, 26.0, 26.0, 22.0, 20.0, 19.0, 17.0, 17.0, 16.0, 15.0, 48.0, 44.0, 44.0, 43.0, 41.0, 41.0, 38.0, 37.0, 32.0, 31.0, 31.0, 30.0, 30.0, 29.0]","[2.0, 1.0, 2.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 0.0, 4.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 1.0, 2.0, 0.0, 3.0, 1.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0]",1.35483871,30.65625,18 days,18
86,4/22/20,42.519,"[5.0, 4.0, 3.0, -3.0, -3.0, 39.0, 36.0, 36.0, 35.0, 33.0, 33.0, 31.0, 29.0]","[3.0, 1.0, 1.0, 6.0, 0.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 2.0, 2.0]",1.615384615,21.38461538,10 days,10
87,4/14/20,86.786,"[88, 84.0, 80.0, 77.0, 71.0, 69.0, 60.0, 52.0, 51.0, 50.0, 42.0, 36.0, 29.0, 20.0, 18.0, 12.0, 96.0, 89.0, 79.0, 76.0, 68.0, 64.0, 64.0, 64.0, 63.0, 62.0, 56.0, 53.0, 43.0, 35.0, 31.0, 20.0]","[4.0, 4.0, 3.0, 6.0, 2.0, 9.0, 8.0, 1.0, 1.0, 8.0, 6.0, 7.0, 9.0, 2.0, 6.0, 2.0, 7.0, 10.0, 3.0, 8.0, 4.0, 0.0, 0.0, 1.0, 1.0, 6.0, 3.0, 10.0, 8.0, 4.0, 11.0]",4.967741935,56.3125,15 days,15
88,4/2/20,86.812,"[-19.0, -19.0, -25.0, -29.0, 56.0, 52.0, 46.0, 43.0, 36.0, 27.0, 24.0, 21.0, 6.0, 4.0, 1.0, -1.0, -6.0, -11.0, -14.0, -19.0, -20.0, -23.0, -24.0, -24.0, -24.0, -27.0, -29.0, -34.0, -40.0, -49.0, -58.0, -63.0]","[0.0, 6.0, 4.0, 1.0, 4.0, 6.0, 3.0, 7.0, 9.0, 3.0, 3.0, 15.0, 2.0, 3.0, 2.0, 5.0, 5.0, 3.0, 5.0, 1.0, 3.0, 1.0, 0.0, 0.0, 3.0, 2.0, 5.0, 6.0, 9.0, 9.0, 5.0]",4.193548387,-7.5625,15 days,15
89,4/2/20,35.477,"[12.0, 12.0, 12.0, 12.0, 47.0, 46.0, 46.0, 46.0, 46.0, 46.0, 45.0, 43.0, 34.0, 30.0, 30.0, 30.0, 29.0, 28.0, 28.0, 28.0, 28.0, 28.0, 27.0, 25.0, 24.0, 9.0, 7.0, 4.0, -3.0, -6.0, -7.0, -15.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 9.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 15.0, 2.0, 3.0, 7.0, 3.0, 1.0, 8.0]",2,24.09375,15 days,15
90,4/27/20,89.776,"[78, 74.0, 70.0, 63.0, 60.0, 52.0, 138.0, 131.0, 129.0]","[4.0, 4.0, 7.0, 3.0, 8.0, 3.0, 7.0, 2.0]",4.75,88.33333333,5 days,5
91,4/2/20,74.061,"[-24.0, -24.0, -26.0, -28.0, 46.0, 43.0, 42.0, 39.0, 39.0, 38.0, 38.0, 38.0, 38.0, 37.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0, 31.0, 31.0, 25.0, 25.0, 25.0, 25.0, 22.0, 20.0, 13.0, 12.0, 12.0, 11.0]","[0.0, 2.0, 2.0, 0.0, 3.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 6.0, 0.0, 0.0, 0.0, 3.0, 2.0, 7.0, 1.0, 0.0, 1.0]",1.258064516,23.375,15 days,15
92,4/14/20,58.64,"[1, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -12.0, -12.0, -12.0, -12.0, -12.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 34.0, 33.0, 27.0, 26.0, 24.0, 21.0, 17.0, 17.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 1.0, 6.0, 1.0, 2.0, 3.0, 4.0, 0.0]",1.35483871,15.96875,15 days,15
93,4/9/20,68.526,"[24.0, 21.0, 21.0, 18.0, 18.0, 15.0, 12.0, 11.0, 9.0, 8.0, 8.0, 74.0, 74.0, 74.0, 73.0, 72.0, 64.0, 56.0, 54.0, 53.0, 52.0, 52.0, 46.0, 42.0, 42.0, 42.0, 42.0, 42.0, 39.0, 37.0, 37.0, 35.0]","[3.0, 0.0, 3.0, 0.0, 3.0, 3.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 8.0, 8.0, 2.0, 1.0, 1.0, 0.0, 6.0, 4.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 0.0, 2.0]",1.838709677,39.59375,15 days,15
94,4/21/20,85.542,"[45, 23.0, 22.0, 21.0, 21.0, 21.0, 13.0, 93.0, 92.0, 91.0, 86.0, 79.0, 79.0, 75.0, 62.0, 60.0]","[22.0, 1.0, 1.0, 0.0, 0.0, 8.0, 5.0, 1.0, 1.0, 5.0, 7.0, 0.0, 4.0, 13.0, 2.0]",4.666666667,55.1875,6 days,6
95,4/17/20,24.118,"[24.0, 24.0, 22.0, 22.0, 18.0, 18.0]","[1.0, 0.0, 2.0, 0.0, 4.0, 0.0]",1.166666667,21.33333333,12 days,12
96,4/21/20,54.973,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -2.0, -2.0, -4.0, -4.0, -4.0, -4.0, -6.0, -6.0, 48.0, 48.0, 47.0, 46.0, 45.0, 40.0, 35.0, 33.0, 31.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 5.0, 5.0, 2.0, 2.0]",0.741935484,10.5625,30 days,30
97,4/21/20,89.25,"[3.0, 0.0, -4.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -11.0, -15.0, -21.0, -22.0, -29.0, -31.0, -36.0, -43.0, -45.0, -47.0, -55.0, -60.0, 28.0, 28.0, 28.0, 28.0, 28.0, 26.0, 26.0, 25.0, 24.0]","[3.0, 4.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 1.0, 7.0, 2.0, 5.0, 7.0, 2.0, 2.0, 8.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0]",2.193548387,-7.71875,30 days,30
98,4/10/20,113.418,"[17.0, 15.0, 4.0, 0.0, -1.0, -5.0, -5.0, -14.0, -18.0, -25.0, -29.0, -35.0, 71.0, 63.0, 58.0, 54.0, 52.0, 49.0, 44.0, 39.0, 37.0, 34.0, 31.0, 21.0, 19.0, 16.0, 11.0, 11.0, 9.0, 5.0, 1.0, 0.0]","[2.0, 11.0, 4.0, 1.0, 4.0, 0.0, 9.0, 4.0, 7.0, 4.0, 6.0, 7.0, 8.0, 5.0, 4.0, 2.0, 3.0, 5.0, 5.0, 2.0, 3.0, 3.0, 10.0, 2.0, 3.0, 5.0, 0.0, 2.0, 4.0, 4.0, 1.0]",4.193548387,16.53125,19 days,19
99,4/12/20,51.263,"[29, 29.0, 29.0, 26.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 23.0, 13.0, -2.0, -5.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 43.0, 43.0, 40.0, 40.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 28.0]","[0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0]",1.677419355,30.875,13 days,13
100,4/12/20,37.171,"[6, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -15.0, -15.0, -17.0, -17.0, 18.0, 16.0, 14.0, 14.0, 12.0, 12.0, 10.0, 10.0, 8.0, 8.0, 6.0, 6.0, 6.0, 4.0, 0.0, -2.0, -2.0, -4.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 12.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0, 4.0, 2.0, 0.0, 2.0]",1.516129032,2.40625,13 days,13
101,4/28/20,273.744,"[21, 15.0, 9.0, 3.0, -3.0, -4.0, -8.0, -11.0, -13.0, 256.0, 255.0]","[6.0, 6.0, 6.0, 6.0, 1.0, 4.0, 3.0, 2.0, 4.0, 1.0]",3.9,47.27272727,8 days,8
102,4/4/20,17.843,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 5.0, 5.0, 5.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0]",0.516129032,7.5625,6 days,6
103,4/25/20,50.057,"[42, 42.0, 36.0, 33.0, 31.0, 29.0, 69.0, 69.0, 69.0, 69.0, 67.0]","[0.0, 6.0, 3.0, 2.0, 2.0, 10.0, 0.0, 0.0, 0.0, 2.0]",2.5,50.54545455,5 days,5
104,4/25/20,43.337,"[9.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 48.0, 47.0, 46.0, 46.0, 43.0]","[5.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 3.0]",1.076923077,21.53846154,13 days,13
105,4/11/20,25.74,"[5.0, 4.0, 4.0, 3.0, 2.0, 1.0, 1.0, 0.0, -2.0, -3.0, -5.0, -6.0, -7.0, 17.0, 16.0, 16.0, 16.0, 14.0, 14.0, 8.0, 7.0, 7.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 0.0, -1.0, -1.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 6.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0]",1,4.375,20 days,20
106,4/12/20,75.712,"[42, 33.0, 31.0, 31.0, 22.0, 17.0, 14.0, 12.0, 9.0, 7.0, 5.0, 3.0, -1.0, -7.0, 67.0, 65.0, 63.0, 62.0, 61.0, 52.0, 48.0, 45.0, 43.0, 40.0, 40.0, 38.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0]","[9.0, 2.0, 0.0, 9.0, 5.0, 3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 4.0, 6.0, 1.0, 2.0, 2.0, 1.0, 1.0, 9.0, 4.0, 3.0, 2.0, 3.0, 0.0, 2.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0]",2.709677419,32.5625,13 days,13
107,4/27/20,63.699,"[60, 56.0, 54.0, 47.0, 43.0, 37.0, 95.0, 94.0, 94.0]","[4.0, 2.0, 7.0, 4.0, 6.0, 5.0, 1.0, 0.0]",3.625,64.44444444,5 days,5
108,4/4/20,41.907,"[3, 3.0, 3.0, 1.0, 1.0, 0.0, 37.0, 34.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 30.0, 26.0, 26.0, 26.0, 25.0, 25.0, 21.0, 21.0, 20.0, 19.0, 18.0, 16.0, 15.0, 14.0, 12.0, 12.0, 10.0]","[0.0, 0.0, 2.0, 0.0, 1.0, 4.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 2.0]",1.096774194,20.34375,5 days,5
109,4/14/20,25.776,"[9, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 27.0, 27.0, 27.0, 26.0, 23.0, 22.0, 22.0, 21.0, 21.0, 19.0, 18.0, 17.0, 15.0, 15.0, 15.0, 14.0]","[1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0]",0.64516129,12.875,15 days,15
