sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
54,3/27/20,2,"[0, -2.0, -2.0, -2.0, -2.0, -9.0, -9.0, -9.0, -9.0, -9.0, -8.0, -8.0]","[2.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.833333333,-5.75,9 days
55,3/17/20,246,"[22.0, 21.0, 19.0, 19.0, 15.0, 3.0, -4.0, -8.0, -17.0, -27.0, -35.0, -44.0, -63.0, -71.0, -71.0, -72.0, -73.0, -73.0, 173.0, 173.0, 173.0, 173.0, 171.0, 170.0, 168.0, 166.0, 164.0, 163.0, 161.0, 160.0]","[1.0, 2.0, 0.0, 4.0, 12.0, 7.0, 4.0, 9.0, 10.0, 8.0, 9.0, 19.0, 8.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0]",3.633333333,51.86666667,30 days
56,3/24/20,119,"[39.0, 37.0, 28.0, 16.0, 9.0, 7.0, 3.0, 3.0, 3.0, 3.0, -6.0, -7.0, -11.0, -15.0, -18.0, -25.0, -26.0, -34.0, -39.0, -43.0, -48.0, -52.0, -63.0, -75.0, -84.0, 29.0, 27.0, 20.0, 16.0, 12.0]","[2.0, 9.0, 12.0, 7.0, 2.0, 4.0, 0.0, 0.0, 0.0, 9.0, 1.0, 4.0, 4.0, 3.0, 7.0, 1.0, 8.0, 5.0, 4.0, 5.0, 4.0, 11.0, 12.0, 9.0, 6.0, 2.0, 7.0, 4.0, 4.0, 2.0]",4.933333333,-9.8,30 days
57,3/20/20,42,"[3, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, -9.0, -12.0, -12.0, 30.0, 30.0, 30.0, 30.0, 30.0, 24.0, 18.0, 15.0, 12.0]","[0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 6.0, 3.0, 3.0, 3.0]",1.894736842,10.26315789,9 days
58,3/26/20,35,"[14, 14.0, 14.0, 13.0, 47.0, 43.0, 42.0]","[0.0, 0.0, 1.0, 1.0, 4.0, 1.0, 2.0]",1.285714286,26.71428571,3 days
59,3/24/20,64,"[0, 0.0, 0.0, 0.0, -2.0, 61.0, 59.0, 59.0, 59.0, 54.0]","[0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 5.0, 10.0]",2,29,4 days
60,2/24/20,17,"[14.0, 14.0, 10.0, 6.0, 0.0, -3.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -6.0, -6.0, -6.0, -9.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0]","[0.0, 4.0, 4.0, 6.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.833333333,-4.033333333,10 days
61,3/6/20,19,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 18.0, 17.0, 16.0, 16.0, 14.0, 12.0, 12.0, 9.0, 9.0, 9.0, 7.0, 5.0, 3.0, 3.0, -2.0, -4.0, -5.0, -6.0, -9.0, -20.0, -26.0, -27.0, -31.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 2.0, 2.0, 0.0, 5.0, 2.0, 1.0, 1.0, 3.0, 11.0, 6.0, 1.0, 4.0, 1.0]",1.766666667,1.133333333,25 days
62,3/28/20,2,"[0, 0.0, -2.0, -4.0, -4.0, -5.0, -3.0]","[0.0, 2.0, 2.0, 0.0, 1.0, 0.0, 3.0]",1.142857143,-2.571428571,5 days
63,3/2/20,75,"[9.0, 9.0, 9.0, 84.0, 84.0, 84.0, 84.0, 81.0, 72.0, 72.0, 69.0, 69.0, 68.0, 68.0, 68.0, 65.0, 65.0, 60.0, 60.0, 56.0, 56.0, 53.0, 53.0, 50.0, 47.0, 47.0, 41.0, 35.0, 28.0, 25.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 9.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 5.0, 0.0, 4.0, 0.0, 3.0, 0.0, 3.0, 3.0, 0.0, 6.0, 6.0, 7.0, 3.0, 6.0]",2.166666667,55.7,14 days
64,3/8/20,83,"[28, 18.0, 11.0, 9.0, 87.0, 79.0, 72.0, 67.0, 67.0, 59.0, 55.0, 49.0, 49.0, 46.0, 44.0, 35.0, 30.0, 29.0, 22.0, 17.0, 15.0, 11.0, 7.0, -2.0, -9.0]","[10.0, 7.0, 2.0, 5.0, 8.0, 7.0, 5.0, 0.0, 8.0, 4.0, 6.0, 0.0, 3.0, 2.0, 9.0, 5.0, 1.0, 7.0, 5.0, 2.0, 4.0, 4.0, 9.0, 7.0, 1.0]",4.84,35.8,3 days
65,3/20/20,33,"[2, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 35.0, 29.0, 28.0, 28.0, 28.0, 27.0, 24.0, 23.0, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 1.0, 0.0, 0.0, 1.0, 3.0, 1.0, 2.0, 1.0]",0.6,11,15 days
66,3/20/20,102,"[69, 62.0, 58.0, 57.0, 52.0, 43.0, 34.0, 30.0, 25.0, 16.0, 12.0, 12.0, 12.0, 10.0, 7.0, 7.0, 109.0, 106.0, 103.0, 103.0, 100.0, 99.0, 95.0, 90.0, 86.0]","[7.0, 4.0, 1.0, 5.0, 9.0, 9.0, 4.0, 5.0, 9.0, 4.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0, 3.0, 3.0, 0.0, 3.0, 1.0, 4.0, 5.0, 4.0, 2.0]",3.48,55.88,15 days
67,3/17/20,155,"[4, -17.0, -67.0, -78.0, -81.0, -81.0, -81.0, -81.0, -81.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0, 74.0]","[21.0, 50.0, 11.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.047619048,15.47619048,8 days
68,3/22/20,102,"[0, -6.0, -9.0, -13.0, -20.0, 76.0, 72.0, 72.0, 67.0, 63.0, 59.0, 55.0]","[6.0, 3.0, 4.0, 7.0, 6.0, 4.0, 0.0, 5.0, 4.0, 4.0, 4.0, 3.0]",4.166666667,34.66666667,4 days
69,3/18/20,78,"[0, 0.0, -1.0, -3.0, -3.0, -3.0, 74.0, 74.0, 74.0, 74.0, 73.0, 71.0, 71.0, 71.0, 70.0, 68.0, 67.0]","[0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0]",0.705882353,45.70588235,5 days
70,3/27/20,43,"[2, -1.0, -2.0, -4.0, -5.0, -5.0, -5.0, -5.0, -6.0, -6.0, 35.0, 33.0]","[3.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 1.0]",1.083333333,2.583333333,9 days
71,3/8/20,145,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 144.0, 141.0, 135.0, 135.0, 134.0, 129.0, 128.0, 123.0, 122.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 6.0, 0.0, 1.0, 5.0, 1.0, 5.0, 1.0, 1.0]",0.8,97.7,8 days
72,3/22/20,18,"[0, 0.0, 0.0, -1.0, -3.0, 15.0, 15.0, 14.0, 12.0, 12.0, 9.0, 7.0]","[0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 3.0, 2.0, 3.0]",1.166666667,6.666666667,4 days
73,3/7/20,81,"[0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 80.0, 78.0, 73.0, 72.0, 69.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 1.0, 3.0, 1.0]",0.565217391,76.04347826,0 days
74,3/22/20,78,"[37, 33.0, 31.0, 31.0, 24.0, 100.0, 97.0, 94.0, 94.0, 90.0, 88.0, 78.0]","[4.0, 2.0, 0.0, 7.0, 2.0, 3.0, 3.0, 0.0, 4.0, 2.0, 10.0, 2.0]",3.25,66.41666667,4 days
75,3/27/20,65,"[0, 0.0, -3.0, -3.0, -3.0, 62.0, 59.0]","[0.0, 3.0, 0.0, 0.0, 0.0, 3.0, 3.0]",1.285714286,16,4 days
76,3/25/20,17,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 11.0, 5.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 6.0, 2.0]",0.909090909,1.363636364,17 days
77,3/5/20,22,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 21.0, 20.0, 18.0, 18.0, 16.0, 15.0, 14.0, 13.0, 9.0, 6.0, 4.0, 4.0, 3.0, 1.0, -1.0, -1.0, -3.0, -4.0, -7.0, -7.0, -7.0, -9.0, -9.0, -11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 4.0, 3.0, 2.0, 0.0, 1.0, 2.0, 2.0, 0.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 2.0, 1.0]",1.1,3.233333333,10 days
78,3/22/20,2,"[0, 0.0, 0.0, 0.0, -3.0, -4.0, -5.0, -4.0, -4.0, -4.0, -12.0, -18.0, -20.0, -24.0]","[0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0, 0.0, 8.0, 6.0, 2.0, 4.0, 10.0]",2.571428571,-7,6 days
79,3/22/20,105,"[51, 49.0, 30.0, 23.0, 16.0, 116.0, 116.0, 108.0, 108.0, 107.0, 107.0, 104.0]","[2.0, 19.0, 7.0, 7.0, 5.0, 0.0, 8.0, 0.0, 1.0, 0.0, 3.0, 1.0]",4.416666667,77.91666667,4 days
80,3/25/20,123,"[18, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 128.0, 116.0, 116.0, 116.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 12.0, 0.0, 0.0, 0.0]",1.136363636,35.86363636,17 days
81,3/14/20,87,"[0, -5.0, -5.0, 82.0, 82.0, 82.0, 82.0, 77.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 63.0, 63.0, 63.0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0]",1.333333333,59.27777778,2 days
82,3/10/20,49,"[15.0, 12.0, 11.0, 10.0, 7.0, 5.0, 3.0, 1.0, 0.0, 0.0, -1.0, 48.0, 47.0, 46.0, 46.0, 46.0, 44.0, 43.0, 42.0, 42.0, 42.0, 41.0, 41.0, 39.0, 39.0, 39.0, 36.0, 35.0, 24.0, 23.0]","[3.0, 1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 3.0, 1.0, 11.0, 1.0, 0.0]",1.366666667,27.53333333,30 days
83,3/23/20,32,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.0, 32.0, 32.0, 32.0, 27.0, 23.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 4.0, 2.0]",0.785714286,12.71428571,7 days
84,3/11/20,123,"[0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, 122.0, 122.0, 122.0, 119.0, 119.0, 119.0, 116.0, 109.0, 103.0, 100.0, 91.0, 83.0, 80.0, 80.0, 76.0, 70.0, 63.0, 57.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 3.0, 7.0, 6.0, 3.0, 9.0, 8.0, 3.0, 0.0, 4.0, 6.0, 7.0, 6.0, 3.0]",2.76,69.92,6 days
85,3/27/20,17,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 1.0]",0.636363636,2.363636364,8 days
86,3/27/20,7,"[3, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0]",0.818181818,2.636363636,8 days
87,3/27/20,86,"[0, 0.0, 0.0, 0.0, -4.0, -11.0, -15.0, -18.0, 61.0, 54.0]","[0.0, 0.0, 0.0, 4.0, 7.0, 4.0, 3.0, 7.0, 7.0, 1.0]",3.3,6.7,7 days
88,3/22/20,162,"[36, 33.0, 23.0, 16.0, 12.0, 3.0, 0.0, 0.0, 161.0, 157.0, 152.0, 146.0, 143.0, 138.0, 128.0]","[3.0, 10.0, 7.0, 4.0, 9.0, 3.0, 0.0, 1.0, 4.0, 5.0, 6.0, 3.0, 5.0, 10.0, 0.0]",4.666666667,76.53333333,7 days
89,3/22/20,39,"[10, 6.0, 6.0, 6.0, 4.0, 4.0, 3.0, 2.0, 39.0, 37.0, 24.0, 20.0, 16.0, 16.0, 14.0]","[4.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 2.0, 13.0, 4.0, 4.0, 0.0, 2.0, 2.0]",2.466666667,13.8,7 days
90,3/5/20,35,"[4.0, 3.0, 2.0, -5.0, -6.0, -7.0, 27.0, 26.0, 26.0, 25.0, 24.0, 23.0, 23.0, 23.0, 23.0, 22.0, 22.0, 20.0, 19.0, 18.0, 18.0, 14.0, 13.0, 12.0, 6.0, 4.0, 1.0, -1.0, -1.0, -3.0]","[1.0, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 1.0, 0.0, 4.0, 1.0, 1.0, 6.0, 2.0, 3.0, 2.0, 0.0, 2.0, 8.0]",1.666666667,12.5,24 days
91,3/24/20,28,"[0.0, 0.0, 0.0, 0.0, -3.0, -5.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -11.0, -12.0, -14.0, -16.0, -18.0, -18.0, 7.0, 7.0, 4.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 3.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 3.0, 0.0, 3.0, 1.0, 1.0, 0.0]",0.866666667,-6.8,30 days
92,2/22/20,43,"[22.0, 22.0, 22.0, 22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 14.0, 6.0, 5.0, 2.0, 2.0, -5.0, -9.0, -10.0, -11.0, -11.0, -11.0, -11.0, -16.0, -18.0, -25.0, -26.0, -36.0, -37.0, -40.0, -46.0, -52.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0, 8.0, 1.0, 3.0, 0.0, 7.0, 4.0, 1.0, 1.0, 0.0, 0.0, 0.0, 5.0, 2.0, 7.0, 1.0, 10.0, 1.0, 3.0, 6.0, 6.0, 4.0]",2.6,-4.7,5 days
93,2/26/20,3,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 1.0, -3.0, -8.0, -11.0, -11.0, -11.0, -12.0, -13.0, -15.0, -17.0, -18.0, -18.0, -18.0, -21.0, -21.0, -23.0, -24.0, -25.0, -25.0, -29.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 5.0, 3.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 3.0, 0.0, 2.0, 1.0, 1.0, 0.0, 4.0, 11.0]",1.433333333,-9.733333333,7 days
94,3/10/20,39,"[4, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 41.0, 37.0, 18.0, 13.0, 13.0, 12.0, 12.0, 11.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 19.0, 5.0, 0.0, 1.0, 0.0, 1.0, 4.0, 4.0]",1.379310345,21.86206897,9 days
95,3/20/20,60,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 56.0, 50.0, 46.0, 44.0, 41.0, 37.0, 32.0, 29.0, 14.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 6.0, 4.0, 2.0, 3.0, 4.0, 5.0, 3.0, 15.0, 3.0]",2.227272727,15.86363636,12 days
96,3/20/20,33,"[4, 1.0, -1.0, -2.0, -4.0, -5.0, -7.0, -9.0, -11.0, -11.0, -11.0, -12.0, -12.0, 18.0, 14.0, 10.0, 4.0, -4.0, -17.0, -27.0, -35.0, -43.0]","[3.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 3.0, 4.0, 4.0, 6.0, 8.0, 13.0, 10.0, 8.0, 8.0, 10.0]",4.090909091,-7.272727273,12 days
97,3/27/20,128,"[44, 44.0, 44.0, 23.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 127.0, 120.0]","[0.0, 0.0, 21.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 7.0, 0.0]",4.333333333,44.5,9 days
98,3/25/20,135,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, -23.0, -24.0, -24.0, -25.0, -25.0, 71.0, 66.0, 65.0, 65.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0, 0.0, 39.0, 5.0, 1.0, 0.0, 0.0]",4.666666667,9.733333333,10 days
99,3/3/20,69,"[2.0, 2.0, 2.0, 2.0, 48.0, 47.0, 47.0, 47.0, 47.0, 47.0, 23.0, 23.0, 23.0, 23.0, 23.0, -21.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -25.0, -47.0, -49.0, -49.0, -49.0]","[0.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0, 44.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 2.0, 0.0, 0.0, 0.0]",4,-1.966666667,13 days
100,3/26/20,51,"[31, 27.0, 27.0, 23.0, 21.0, 21.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 70.0, 66.0, 64.0]","[4.0, 0.0, 4.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 2.0]",1.333333333,30.93333333,11 days
101,2/26/20,98,"[110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 90.0, 49.0, 23.0, 11.0, 11.0, 9.0, -1.0, -26.0, -28.0, -30.0, -32.0, -32.0, -32.0, -32.0, -32.0, -32.0, -32.0, -32.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 41.0, 26.0, 12.0, 0.0, 2.0, 10.0, 25.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.733333333,39.06666667,7 days
102,3/1/20,83,"[-18.0, -18.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 64.0, 57.0, 56.0, 16.0, 12.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 1.0, -8.0, -11.0, -11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 1.0, 40.0, 4.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 7.0, 9.0, 3.0, 0.0, 0.0]",2.533333333,23.76666667,14 days
103,3/10/20,56,"[2.0, 2.0, 1.0, -1.0, -2.0, -5.0, -18.0, -20.0, -22.0, -22.0, -23.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]","[0.0, 1.0, 2.0, 1.0, 3.0, 13.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.866666667,16.93333333,30 days
104,3/24/20,105,"[37.0, 36.0, 36.0, 35.0, 33.0, 32.0, 29.0, 22.0, 16.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 119.0, 119.0, 119.0, 118.0, 118.0]","[1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 7.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.8,36.43333333,30 days
105,3/8/20,69,"[8, 6.0, 5.0, 5.0, 4.0, 1.0, 0.0, 65.0, 58.0, 49.0, 44.0, 41.0, 38.0, 26.0, 12.0, 3.0, -2.0, -5.0, -16.0, -20.0, -27.0, -31.0, -33.0, -39.0, -39.0, -46.0, -50.0, -57.0]","[2.0, 1.0, 0.0, 1.0, 3.0, 1.0, 4.0, 7.0, 9.0, 5.0, 3.0, 3.0, 12.0, 14.0, 9.0, 5.0, 3.0, 11.0, 4.0, 7.0, 4.0, 2.0, 6.0, 0.0, 7.0, 4.0, 7.0, 3.0]",4.892857143,0,6 days
106,3/12/20,47,"[9, 8.0, -2.0, -2.0, -2.0, -8.0, -10.0, -18.0, 25.0, 20.0, 17.0, 11.0, 8.0, 1.0, -2.0, -4.0, -7.0, -11.0, -12.0, -14.0, -16.0, -20.0, -21.0, -22.0, -27.0]","[1.0, 10.0, 0.0, 0.0, 6.0, 2.0, 8.0, 4.0, 5.0, 3.0, 6.0, 3.0, 7.0, 3.0, 2.0, 3.0, 4.0, 1.0, 2.0, 2.0, 4.0, 1.0, 1.0, 5.0, 3.0]",3.44,-3.96,7 days
107,2/28/20,35,"[28.0, 26.0, 25.0, 21.0, 20.0, 16.0, 13.0, 10.0, 10.0, 5.0, 5.0, 4.0, 2.0, 0.0, -3.0, -4.0, -11.0, -11.0, -11.0, -16.0, -21.0, -27.0, -27.0, -29.0, -32.0, -37.0, -38.0, -46.0, -50.0, -57.0]","[2.0, 1.0, 4.0, 1.0, 4.0, 3.0, 3.0, 0.0, 5.0, 0.0, 1.0, 2.0, 2.0, 3.0, 1.0, 7.0, 0.0, 0.0, 5.0, 5.0, 6.0, 0.0, 2.0, 3.0, 5.0, 1.0, 8.0, 4.0, 7.0, 8.0]",3.1,-7.833333333,16 days
108,3/29/20,49,"[4, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 4.0]",1,4,3 days
109,3/19/20,32,"[7, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 39.0, 22.0, 12.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 10.0, 10.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.294117647,7.294117647,6 days
110,3/7/20,31,"[4.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 33.0, 29.0, 26.0, 20.0, 12.0, 8.0, 6.0, 3.0, -1.0, -5.0, -6.0, -9.0, -9.0, -9.0, -12.0, -14.0, -14.0, -15.0, -16.0, -16.0, -17.0, -22.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 6.0, 8.0, 4.0, 2.0, 3.0, 4.0, 4.0, 1.0, 3.0, 0.0, 0.0, 3.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 5.0, 0.0]",1.9,-0.333333333,8 days
111,3/28/20,3,"[0, 0.0, -4.0, -4.0, -4.0, -4.0, -6.0, -3.0]","[0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0]",1,-3.125,6 days
112,3/15/20,46,"[27, 27.0, 25.0, 24.0, 24.0, 23.0, 22.0, 22.0, 21.0, 21.0, 21.0, 64.0, 63.0, 62.0, 52.0, 50.0, 50.0, 50.0, 49.0, 49.0, 48.0, 47.0, 46.0, 44.0, 42.0]","[0.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 10.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0]",1.24,38.92,10 days
